target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,da_cue,da_target,da_word_combo_related,da_word_combo_unrelated,da_cue_word_related,da_cue_word_unrelated
lukket,524.449276599915,591.88680702636,-0.685845104438937,-0.539635376954953,12.6364392234788,28.1614254897617,0.0433367385855002,0.0655758313037231,52,66,1,1,47,58,47,60,1,1,1,0.966666666666667,52,67,1,0,47,61,47,61,1,0,1,1,47,57,67.4375304264445,0.146209727483984,da,locked,closed,låst,lukket,låstlukket,hvidløglukket,låst,hvidløg
lukning,620.810603777488,728.487571432784,-0.388486952593616,-0.0526588821823818,33.851187416017,26.8373414484399,0.0946810640099841,0.116685650474811,60,90,0,0,54,77,55,82,0,0,0.981818181818182,0.939024390243902,59,90,1,0,51,80,54,82,1,0,0.944444444444444,0.975609756097561,53,77,107.676967655296,0.335828070411235,da,opening,closure,åbning,lukning,åbninglukning,hundlukning,åbning,hund
ly,734.982522767377,583.9377247658,-0.0250515342831242,-0.495363327770014,21.8905613416457,13.2215517563138,0.0646613403299147,0.0419362482920619,122,137,0,2,101,109,104,122,0,0,0.971153846153846,0.89344262295082,121,137,1,2,99,118,103,122,1,0,0.961165048543689,0.967213114754098,101,109,-151.044798001577,-0.47031179348689,da,refuge,shelter,tilflugtssted,ly,tilflugtsstedly,kulstofly,tilflugtssted,kulstof
lyd,496.761319998443,587.305326927313,-0.751706825976313,-0.466720182163725,18.2478876780108,26.4122550372639,0.0637321370193195,0.101749474368288,54,59,0,0,51,52,51,55,0,0,1,0.945454545454545,54,59,0,0,47,54,51,55,0,0,0.92156862745098,0.981818181818182,50,52,90.5440069288702,0.284986643812588,da,noise,sound,støj,lyd,støjlyd,passagerlyd,støj,passager
lykkelig,533.043456138417,528.156532127401,-0.695683471691354,-0.666557364451793,16.3317552840159,16.3165828026265,0.046924093889454,0.0517400681939459,62,59,1,0,57,56,57,57,0,0,1,0.982456140350877,62,59,1,0,56,55,57,57,0,0,0.982456140350877,0.964912280701754,57,56,-4.88692401101662,0.0291261072395606,da,satisfied,happy,tilfreds,lykkelig,tilfredslykkelig,alkohollykkelig,tilfreds,alkohol
lykkes,571.649888893415,686.414685396366,-0.494135189939316,-0.230516998437886,21.4620370594296,46.101317713929,0.0809040483857953,0.139281186818617,50,106,2,2,45,89,46,93,1,1,0.978260869565217,0.956989247311828,50,107,2,1,47,84,47,94,0,0,1,0.893617021276596,45,89,114.764796502951,0.26361819150143,da,manage,succeed,overkomme,lykkes,overkommelykkes,hadlykkes,overkomme,had
lys,563.294263146709,564.964811596433,-0.488583981435538,-0.578156500483339,43.7109749479505,32.8676521704235,0.17672428296451,0.0928295731328296,58,74,0,1,57,69,57,69,0,0,1,1,58,74,0,1,57,68,57,68,0,1,1,1,57,69,1.67054844972381,-0.0895725190478003,da,darkness,light,mørke,lys,mørkelys,sidstelys,mørke,sidste
lån,524.017419993102,570.74171110532,-0.72138371710574,-0.595891050252813,14.5670017795188,29.9118534582404,0.0410323302123985,0.0801564501837278,52,54,1,0,50,45,51,48,0,0,0.980392156862745,0.9375,52,54,1,0,50,42,51,48,0,0,0.980392156862745,0.875,50,45,46.7242911122177,0.125492666852927,da,credit,loan,kredit,lån,kreditlån,bugtlån,kredit,bugt
lås,542.82440963698,647.374277770267,-0.672009747047484,-0.332097668436708,27.807159894656,24.0325724621751,0.0697531728204941,0.0694160397483776,94,81,1,0,83,72,85,74,0,0,0.976470588235294,0.972972972972973,94,81,1,0,82,73,85,74,0,0,0.964705882352941,0.986486486486487,83,72,104.549868133286,0.339912078610776,da,key,lock,nøgle,lås,nøglelås,karrierelås,nøgle,karriere
læge,584.583745110519,553.593041648324,-0.455826916076119,-0.581724111142151,29.2259807317962,29.0541406513724,0.0987429811156256,0.0863550352686139,55,55,0,0,51,48,53,48,0,0,0.962264150943396,1,52,55,3,0,42,47,50,48,3,0,0.84,0.979166666666667,51,48,-30.9907034621942,-0.125897195066032,da,surgeon,doctor,kirurg,læge,kirurglæge,charmelæge,kirurg,charme
lægge,640.314520836808,582.65019178581,-0.429390162454326,-0.466486393501383,39.8725446836883,27.2763946144407,0.127701889020288,0.0865515246775875,56,82,0,1,48,73,49,73,0,0,0.979591836734694,1,56,82,0,1,48,73,49,73,0,0,0.979591836734694,1,48,73,-57.6643290509975,-0.0370962310470568,da,insert,put,indsætte,lægge,indsættelægge,kunstlægge,indsætte,kunst
lækker,525.670499983007,584.120086961391,-0.674831933318194,-0.522081171756678,23.0354928635835,34.0436522445994,0.0823129246413562,0.116135284892337,52,51,0,0,50,46,50,47,0,0,1,0.978723404255319,52,51,0,0,50,46,50,47,0,0,1,0.978723404255319,50,46,58.4495869783838,0.152750761561516,da,tasty,delicious,velsmagende,lækker,velsmagendelækker,modsatlækker,velsmagende,modsat
længde,545.558812473289,556.529192979615,-0.624862108513992,-0.63526570642929,19.724544262623,24.2207803032333,0.0609296616049448,0.0632780574081226,54,64,1,0,49,57,49,58,1,0,1,0.982758620689655,54,64,1,0,48,56,49,58,1,0,0.979591836734694,0.96551724137931,48,57,10.9703805063259,-0.0104035979152978,da,size,length,størrelse,længde,størrelselængde,rådlængde,størrelse,råd
lærer,580.254176186419,550.371019607054,-0.583581908773935,-0.538072872024537,28.6958002408628,23.9398229742028,0.0783433475737248,0.087419991737899,122,55,1,1,107,52,109,52,0,0,0.981651376146789,1,122,54,1,2,107,50,109,51,0,1,0.981651376146789,0.980392156862745,105,51,-29.8831565793646,0.0455090367493988,da,student,teacher,studerende,lærer,studerendelærer,dråbelærer,studerende,dråbe
løfte,606.51764911893,581.246708333432,-0.487540136233219,-0.385786331096033,33.2048419212815,24.08389756854,0.0929133970534009,0.0998825501524513,61,53,0,0,57,48,57,50,0,0,1,0.96,61,53,0,0,53,50,57,50,0,0,0.929824561403509,1,57,48,-25.2709407854979,0.101753805137186,da,guarantee,promise,garanti,løfte,garantiløfte,originalløfte,garanti,original
løg,492.364235304313,647.916437496982,-0.770178510291926,-0.272104633579004,15.6787095825645,34.145580115079,0.0585459092401634,0.126771476011037,101,54,2,0,87,48,88,48,0,0,0.988636363636364,1,101,53,2,1,86,24,88,47,0,1,0.977272727272727,0.51063829787234,85,48,155.552202192668,0.498073876712922,da,garlic,onion,hvidløg,løg,hvidløgløg,jurisdiktionløg,hvidløg,jurisdiktion
løgner,666.68062068959,570.376734699111,-0.249910561675549,-0.546889429212747,51.9700701006398,23.6573987450618,0.164164722037787,0.0752386420384095,63,51,1,0,59,49,59,49,0,0,1,1,64,51,0,0,58,49,59,49,0,0,0.983050847457627,1,58,49,-96.3038859904783,-0.296978867537198,da,lie,liar,lyve,løgner,lyveløgner,udgangløgner,lyve,udgang
løjtnant,699.297517224422,698.448464793019,-0.202009408186963,-0.163125839193024,49.3125289731279,23.204919658657,0.128462765198643,0.0592445478044097,62,81,0,1,58,71,58,75,0,1,1,0.946666666666667,62,79,0,3,47,73,58,73,0,3,0.810344827586207,1,58,71,-0.849052431402583,0.0388835689939384,da,sergeant,lieutenant,sergent,løjtnant,sergentløjtnant,selvmordløjtnant,sergent,selvmord
løn,519.669836361171,580.499437499132,-0.740277045936891,-0.571487127238671,17.4199076242994,24.3474396002199,0.0585743090053215,0.0790670987820747,61,70,0,0,55,65,55,66,0,0,1,0.984848484848485,61,70,0,0,55,65,55,66,0,0,1,0.984848484848485,55,64,60.8296011379603,0.16878991869822,da,pension,salary,pension,løn,pensionløn,åbenbaringløn,pension,åbenbaring
løsepenge,719.416823531051,702.264058839249,-0.0672227812407074,-0.00680652220044706,48.0239529933327,28.2321646671647,0.139125059600363,0.0975326893515457,59,57,1,0,51,51,55,53,1,0,0.927272727272727,0.962264150943396,60,57,0,0,56,30,56,53,0,0,1,0.566037735849057,51,51,-17.1527646918013,0.0604162590402604,da,kidnapper,ransom,kidnapper,løsepenge,kidnapperløsepenge,milløsepenge,kidnapper,mil
løve,540.756519999147,585.175745448284,-0.551729735733091,-0.502457478373643,28.6492927294779,31.2698552542865,0.144855439166753,0.10093393671745,50,76,0,0,50,67,50,68,0,0,1,0.985294117647059,50,76,0,0,47,68,50,68,0,0,0.94,1,50,66,44.4192254491368,0.0492722573594476,da,dragon,lion,drage,løve,drageløve,kravløve,drage,krav
magasin,706.894073524218,643.581880773352,-0.233746655305571,-0.386320075262394,52.0379429217219,37.2432862586341,0.124140894907408,0.108619968403366,73,54,1,0,68,52,71,52,0,0,0.957746478873239,1,74,54,0,0,65,52,71,52,0,0,0.915492957746479,1,68,52,-63.3121927508663,-0.152573419956822,da,playboy,magazine,playboy,magasin,playboymagasin,metodemagasin,playboy,metode
magtesløs,696.775359997438,807.519627430322,-0.191015168651324,0.332161302143596,32.1820309744549,45.3738822435662,0.091439115498571,0.143147182488198,57,55,0,1,50,51,52,52,0,0,0.961538461538462,0.980769230769231,57,55,0,1,51,50,52,52,0,0,0.980769230769231,0.961538461538462,50,51,110.744267432884,0.523176470794921,da,helpless,powerless,hjælpeløs,magtesløs,hjælpeløsmagtesløs,bordmagtesløs,hjælpeløs,bord
maksimum,606.631999999318,704.223666671399,-0.372034681164457,-0.0870104146205301,22.3109728617645,50.7560171929771,0.071245908522902,0.127982301764864,87,55,0,0,73,48,74,48,0,0,0.986486486486487,1,87,55,0,0,72,48,74,48,0,0,0.972972972972973,1,73,48,97.5916666720814,0.285024266543927,da,minimum,maximum,minimum,maksimum,minimummaksimum,generalmaksimum,minimum,general
maler,566.214086954016,610.392320008694,-0.57688570806048,-0.445635662047132,36.7993831238464,28.4816289554858,0.0902715052923475,0.100651256223576,52,54,0,0,46,50,46,50,0,0,1,1,52,54,0,0,46,50,46,50,0,0,1,1,46,50,44.178233054678,0.131250046013348,da,artist,painter,kunstner,maler,kunstnermaler,ekstramaler,kunstner,ekstra
manipulere,655.816574457981,839.966734189814,-0.272361335108434,0.243721023489085,25.5864671843538,52.7188872672251,0.0687862133365638,0.145908292687404,51,97,0,0,47,79,47,81,0,0,1,0.975308641975309,51,97,0,0,47,77,47,81,0,0,1,0.950617283950617,47,79,184.150159731832,0.516082358597519,da,control,manipulate,kontrollere,manipulere,kontrolleremanipulere,vægmanipulere,kontrollere,væg
marketing,635.022346930795,806.561270830328,-0.284278547056616,0.182704640388818,26.9687943578466,51.4385602948817,0.0990880491639816,0.113259600023983,55,54,0,2,49,48,49,49,0,2,1,0.979591836734694,55,56,0,0,43,49,49,51,0,0,0.877551020408163,0.96078431372549,49,48,171.538923899534,0.466983187445434,da,advertising,marketing,reklamering,marketing,reklameringmarketing,kontaktmarketing,reklamering,kontakt
maskine,594.342058789489,570.415917800564,-0.495090703848213,-0.587791779982809,33.316838005047,21.1547405048079,0.107582232804621,0.0536684894222614,54,83,0,0,51,74,51,74,0,0,1,1,54,83,0,0,50,72,51,74,0,0,0.980392156862745,0.972972972972973,51,73,-23.926140988925,-0.0927010761345963,da,robot,machine,robot,maskine,robotmaskine,tillidmaskine,robot,tillid
massage,611.441700001719,620.977509434181,-0.42624909369241,-0.362558260403909,38.5098188287372,35.9236283546177,0.113567042092304,0.11210134446833,52,55,0,0,51,53,51,53,0,0,1,1,52,55,0,0,48,53,51,53,0,0,0.941176470588235,1,50,53,9.53580943246197,0.0636908332885014,da,yoga,massage,yoga,massage,yogamassage,kortmassage,yoga,kort
match,575.448716973136,616.159573322663,-0.471683823359677,-0.408724668594939,24.7555938619647,23.7811665329061,0.0863392029485544,0.0759653972541356,59,83,0,0,53,76,54,77,0,0,0.981481481481482,0.987012987012987,59,83,0,0,54,75,54,77,0,0,1,0.974025974025974,53,75,40.7108563495268,0.0629591547647384,da,tournament,match,turnering,match,turneringmatch,hjælpeløsmatch,turnering,hjælpeløs
matematik,568.790258619727,552.791242847084,-0.486653435128323,-0.611400113685828,18.436502678497,15.1928139478899,0.0634483476857169,0.0405546536048934,63,82,1,0,58,72,58,72,0,0,1,1,64,82,0,0,57,72,58,72,0,0,0.982758620689655,1,58,70,-15.9990157726435,-0.124746678557504,da,physics,mathematics,fysik,matematik,fysikmatematik,butikmatematik,fysik,butik
mayonnaise,647.56837209081,707.923785716025,-0.239354246374701,-0.141996683003613,36.4508114996306,33.2215767762006,0.150938105699275,0.0843284187060096,52,69,1,1,43,56,44,59,1,1,0.977272727272727,0.949152542372881,52,70,1,0,45,60,45,60,0,0,1,1,43,56,60.3554136252144,0.0973575633710874,da,ketchup,mayonnaise,ketchup,mayonnaise,ketchupmayonnaise,fortsættemayonnaise,ketchup,fortsætte
medalje,607.726033338138,628.130283004933,-0.417404864716968,-0.308690419815124,27.8267170434247,40.0175586652774,0.0777336559137548,0.115578543092968,60,55,0,0,54,54,55,54,0,0,0.981818181818182,1,59,55,1,0,50,52,54,54,1,0,0.925925925925926,0.962962962962963,54,53,20.4042496667953,0.108714444901845,da,trophy,medal,trofæ,medalje,trofæmedalje,rutemedalje,trofæ,rute
medaljon,836.109454562221,730.931229148395,0.346930866849476,0.121610004789264,49.9005437845848,28.2402795413563,0.177839577506273,0.114492217588435,69,61,0,1,56,48,60,55,0,0,0.933333333333333,0.872727272727273,68,59,1,3,38,39,59,53,1,2,0.64406779661017,0.735849056603774,55,48,-105.178225413826,-0.225320862060212,da,artifact,medallion,artefakt,medaljon,artefaktmedaljon,bankvæsenmedaljon,artefakt,bankvæsen
medfølelse,650.241834423143,558.775431830089,-0.31887176547983,-0.56403338660106,32.537550017419,15.608558929973,0.094731591074268,0.0450849146924158,67,52,1,2,61,44,61,44,0,2,1,1,67,54,1,0,61,44,61,46,0,0,1,0.956521739130435,61,44,-91.4664025930537,-0.245161621121231,da,patience,compassion,tålmodighed,medfølelse,tålmodighedmedfølelse,pyramidemedfølelse,tålmodighed,pyramide
medicin,572.934650602895,579.864850571248,-0.593119595196566,-0.524129570140688,25.3729094249928,18.5068426131666,0.0689537923985221,0.0563810286314831,95,102,3,0,84,87,84,88,1,0,1,0.988636363636364,96,102,2,0,83,80,85,88,0,0,0.976470588235294,0.909090909090909,83,87,6.93019996835301,0.0689900250558774,da,alcohol,drug,alkohol,medicin,alkoholmedicin,gallerimedicin,alkohol,galleri
meget,540.149440006565,510.248018878639,-0.655830832284115,-0.690688785543397,18.72122211942,15.1609585062507,0.0605942343491414,0.0499286696936193,52,56,0,0,50,53,50,53,0,0,1,1,52,56,0,0,50,51,50,53,0,0,1,0.962264150943396,50,53,-29.9014211279264,-0.0348579532592822,da,extremely,very,ekstremt,meget,ekstremtmeget,skubbemeget,ekstremt,skubbe
mekanisk,599.360919990222,742.241229734273,-0.429474042826639,-0.0215698256923062,24.0223759086531,35.2330698951525,0.0742129951170245,0.0854331262692414,53,82,0,1,50,74,50,74,0,1,1,1,53,82,0,1,50,73,50,74,0,1,1,0.986486486486487,50,74,142.880309744051,0.407904217134333,da,technical,mechanical,teknisk,mekanisk,tekniskmekanisk,strandmekanisk,teknisk,strand
mel,582.470456522393,682.131560018501,-0.504956626512776,-0.275282675488059,25.4603936671969,39.5182335176697,0.0799943745229287,0.1063238029863,52,53,0,0,46,50,47,52,0,0,0.978723404255319,0.961538461538462,52,52,0,1,45,31,47,52,0,0,0.957446808510638,0.596153846153846,46,50,99.6611034961086,0.229673951024716,da,grain,flour,korn,mel,kornmel,tystmel,korn,tyst
menneske,558.451320002617,584.398612248725,-0.579866393509227,-0.526809740522881,26.3174796372897,23.9814642158787,0.104748396800657,0.0795764797719497,56,54,0,1,51,49,53,49,0,0,0.962264150943396,1,55,54,1,1,52,47,53,49,0,0,0.981132075471698,0.959183673469388,50,49,25.9472922461075,0.0530566529863459,da,man,human,mand,menneske,mandmenneske,kistemenneske,mand,kiste
mennesker,585.909138884856,576.16315873186,-0.458739864837919,-0.612404474142438,37.2926026578298,23.8079780357253,0.154780138584515,0.0571189841581129,77,73,0,0,72,63,72,64,0,0,1,0.984375,77,73,0,0,70,63,72,64,0,0,0.972222222222222,0.984375,72,63,-9.74598015299591,-0.15366460930452,da,population,people,befolkning,mennesker,befolkningmennesker,fældemennesker,befolkning,fælde
mesterskab,648.3998999787,652.04617543967,-0.230460139267931,-0.183664028167208,27.1817833180975,25.1476775151825,0.0996122619707737,0.0936593188920133,51,66,0,1,50,57,50,58,0,1,1,0.982758620689655,51,66,0,1,50,58,50,58,0,1,1,1,50,57,3.64627546096972,0.0467961111007236,da,competition,championship,konkurrence,mesterskab,konkurrencemesterskab,søstermesterskab,konkurrence,søster
metal,534.379486721561,584.765915494912,-0.674076945765281,-0.495814850780249,19.6599750073931,21.7430112815989,0.0570741140725232,0.0690525098221295,130,79,1,1,113,71,114,71,0,1,0.991228070175439,1,130,80,1,0,114,67,114,72,0,0,1,0.930555555555556,113,71,50.3864287733511,0.178262094985032,da,iron,metal,jern,metal,jernmetal,indtrykmetal,jern,indtryk
meter,517.567392152493,510.523903828344,-0.732356823335126,-0.790858846472304,20.3840447517475,22.8898506438983,0.0648463412985049,0.0690336428233108,54,55,1,1,51,52,51,52,0,0,1,1,54,55,1,1,51,51,51,52,0,0,1,0.980769230769231,51,52,-7.04348832414922,-0.0585020231371782,da,kilometer,meter,kilometer,meter,kilometermeter,albummeter,kilometer,album
middag,525.981150004343,559.1381162826,-0.750624153579655,-0.614860074252151,17.2151043611966,23.8426830084881,0.0515260251377923,0.0820493950078781,68,52,0,0,60,43,60,43,0,0,1,1,68,52,0,0,60,41,60,43,0,0,1,0.953488372093023,60,43,33.156966278257,0.135764079327503,da,midnight,noon,midnat,middag,midnatmiddag,spionmiddag,midnat,spion
mikrofon,617.363999998176,681.114250002423,-0.443170031639583,-0.136472900167826,43.5521768760761,42.028166227208,0.111946558484117,0.134645075100955,54,53,1,0,49,48,49,48,0,0,1,1,54,53,1,0,49,47,49,48,0,0,1,0.979166666666667,49,48,63.7502500042468,0.306697131471758,da,camera,microphone,kamera,mikrofon,kameramikrofon,undervurderemikrofon,kamera,undervurdere
mikroskop,597.552425926976,677.570036363812,-0.345949834051644,-0.0799344596234128,22.6152146727929,22.3927795033778,0.0960226116798782,0.0740402356867711,58,57,0,1,54,55,54,55,0,0,1,1,58,57,0,1,52,54,54,55,0,0,0.962962962962963,0.981818181818182,54,55,80.0176104368359,0.266015374428231,da,telescope,microscope,teleskop,mikroskop,teleskopmikroskop,smukmikroskop,teleskop,smuk
militær,554.821600015795,586.749981820663,-0.587977447623962,-0.477637063702128,17.7012424441664,22.929056751908,0.0526600301952254,0.0745251040072834,64,58,0,0,60,55,60,55,0,0,1,1,64,58,0,0,56,51,60,55,0,0,0.933333333333333,0.927272727272727,60,55,31.9283818048681,0.110340383921834,da,civil,military,civil,militær,civilmilitær,vittigmilitær,civil,vittig
milliard,568.504772716411,667.117000000468,-0.582441449741649,-0.25469578920833,27.8559851161736,34.3875322952246,0.0735161242934762,0.0756072796411178,50,51,0,0,44,43,44,47,0,0,1,0.914893617021277,50,51,0,0,44,46,44,47,0,0,1,0.978723404255319,44,43,98.6122272840569,0.327745660533319,da,million,billion,million,milliard,millionmilliard,naturligtmilliard,million,naturligt
minister,635.783596491481,598.069694110897,-0.332572105116854,-0.488482428568125,32.6740058800236,24.4098989234474,0.091085124898439,0.0553545230242112,60,97,1,2,57,85,57,85,1,0,1,1,61,97,0,2,58,83,58,85,0,0,1,0.976470588235294,57,85,-37.7139023805848,-0.155910323451271,da,ambassador,minister,ambassadør,minister,ambassadørminister,sektionminister,ambassadør,sektion
ministerium,752.11048571341,901.695434780389,0.0749698408840074,0.663865776108585,39.1378264877872,66.2994043008156,0.127623523648177,0.230881658563403,58,51,1,0,56,47,57,47,1,0,0.982456140350877,1,58,51,1,0,55,45,57,47,1,0,0.964912280701754,0.957446808510638,56,46,149.584949066979,0.588895935224578,da,embassy,ministry,ambassade,ministerium,ambassadeministerium,indseministerium,ambassade,indse
minus,572.230385711823,613.002636362193,-0.642002335426162,-0.344933869463474,20.8626050110074,34.3015569535755,0.0542530156766064,0.143071152092966,78,51,1,1,70,44,71,44,0,0,0.985915492957746,1,78,50,1,2,71,42,71,44,0,0,1,0.954545454545455,70,44,40.7722506503699,0.297068465962688,da,plus,minus,plus,minus,plusminus,tatoveringminus,plus,tatovering
minut,533.229769232332,589.78649019222,-0.715435961076525,-0.418834948794347,24.3220372356558,25.6657269837147,0.0725676999383937,0.103628301549791,55,55,1,0,52,51,52,51,1,0,1,1,55,55,1,0,52,50,52,51,1,0,1,0.980392156862745,52,51,56.556720959888,0.296601012282178,da,second,minute,sekund,minut,sekundminut,velgørenhedminut,sekund,velgørenhed
missil,647.026989587133,662.877773586424,-0.332148693626434,-0.0744164735622477,34.3265432151492,26.1834433593346,0.10542970561678,0.112449587019655,53,58,0,0,48,53,48,56,0,0,1,0.946428571428571,53,58,0,0,40,39,48,56,0,0,0.833333333333333,0.696428571428571,48,53,15.8507839992918,0.257732220064186,da,rocket,missile,raket,missil,raketmissil,uegnethedmissil,raket,uegnethed
