target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,ar_cue,ar_target,ar_word_combo_related,ar_word_combo_unrelated,ar_cue_word_related,ar_cue_word_unrelated
قاتلة - مهلك,819.830999969645,791.83000009536,0.320857672500996,0.166662476827246,83.2049705065037,58.8392416106675,0.129898438233383,0.085799189148097,6,5,1,0,6,4,6,4,1,0,1,1,6,5,1,0,6,4,6,4,1,0,1,1,6,4,-28.0009998742842,-0.154195195673749,ar,deadly,fatal,مميت,قاتلة - مهلك,مميتقاتلة - مهلك,حالياقاتلة - مهلك,مميت,حاليا
قارب,1148.07042853911,564.021599990409,1.20691165373373,-0.492780930939086,197.247095403408,57.0229183933471,0.714457104328619,0.163627409129298,8,6,1,1,7,5,7,5,1,0,1,1,9,6,0,1,8,5,8,5,0,0,1,1,7,5,-584.0488285487,-1.69969258467281,ar,submarine,boat,غواصة,قارب,غواصةقارب,تقنيةقارب,غواصة,تقنية
قاسية,599.378935503125,531.36566665076,-0.383104587458002,-0.756076916175876,41.8946588704651,76.4975828868031,0.110956038996755,0.123925080437294,33,3,2,0,31,3,31,3,0,0,1,1,33,3,2,0,30,3,31,3,0,0,0.967741935483871,1,31,3,-68.0132688523659,-0.372972328717874,ar,brutal,cruel,وحشي,قاسية,وحشيقاسية,القاتلقاسية,وحشي,القاتل
قاضي,646.863823557841,608.487200003629,-0.232010079850842,-0.428011468884646,54.8425172752054,75.9611300089746,0.173401263396106,0.222332198199755,18,21,1,1,17,20,17,20,0,0,1,1,18,21,1,1,16,20,17,20,0,0,0.941176470588235,1,17,20,-38.376623554212,-0.196001389033804,ar,court,judge,محكمة,قاضي,محكمةقاضي,لطيفقاضي,محكمة,لطيف
قانوني,453.606500002963,981.35150000519,-0.910162270456196,0.30496755020218,49.883499997028,242.017994456802,0.00123922897650258,0.58210053816518,2,7,1,0,2,4,2,4,0,0,1,1,2,6,1,1,2,3,2,3,0,1,1,1,2,4,527.745000002227,1.21512982065838,ar,illegal,legal,غير شرعي,قانوني,غير شرعيقانوني,مستشفىقانوني,غير شرعي,مستشفى
قبض,658.147999968394,715.614833298052,-0.0678407114275356,-0.067728350937158,89.4129253702462,83.1782713365387,0.305286942642054,0.401459399043971,13,7,3,0,12,6,12,6,0,0,1,1,13,7,3,0,12,5,12,6,0,0,1,0.833333333333333,12,6,57.4668333296574,0.000112360490377619,ar,grab,catch,يمسك,قبض,يمسكقبض,ببساطةقبض,يمسك,ببساطة
قبعة,655.796999996817,643.385318155681,-0.135365553591349,-0.478736533636148,106.455851396,65.8275642633076,0.49018404114772,0.135081791986187,10,27,2,1,10,22,10,23,0,0,1,0.956521739130435,10,27,2,1,10,23,10,23,0,0,1,1,10,22,-12.4116818411356,-0.343370980044799,ar,helmet,hat,خوذة,قبعة,خوذةقبعة,طبيقبعة,خوذة,طبي
قبعة.1,840.97283332335,653.151333330328,0.249729288666221,-0.298029108305144,191.350913128114,30.5801451709994,0.496961103686248,0.0813674240912626,7,23,0,1,6,18,7,19,0,0,0.857142857142857,0.947368421052632,7,23,0,1,7,19,7,19,0,0,1,1,6,18,-187.821499993022,-0.547758396971365,ar,glasses,cap,نظارات,قبعة,نظاراتقبعة,يبلغقبعة,نظارات,يبلغ
قبول,536.472500000295,542.864000000409,-0.735714062647814,-0.786704044655192,53.0633506381289,42.132999999565,0.0890929385081593,0.0438453683548948,4,2,1,0,4,2,4,2,0,0,1,1,4,2,1,0,4,1,4,2,0,0,1,0.5,4,2,6.39150000011455,-0.0509899820073776,ar,refuse,accept,رفض,قبول,رفضقبول,برجقبول,رفض,برج
قتل,560.802250071167,542.371499989531,-0.64847003082496,-0.62478644734462,64.7885173904503,65.530499992543,0.248729492961206,0.16883941888094,6,3,1,0,4,2,4,2,1,0,1,1,6,3,1,0,3,2,4,2,1,0,0.75,1,4,2,-18.4307500816358,0.0236835834803406,ar,suicide,murder,الانتحار,قتل,الانتحارقتل,غير عاديقتل,الانتحار,غير عادي
قتل.1,588.673000018718,736.189750214399,-0.395111671739302,-0.199123773153957,30.4478870248206,146.565770848834,0.177026058668054,0.539064000082142,6,5,0,1,5,4,5,4,0,0,1,1,6,5,0,1,5,4,5,4,0,0,1,1,5,4,147.516750195681,0.195987898585345,ar,poison,kill,سم,قتل,سمقتل,مبهرقتل,سم,مبهر
قدر,841.476999988105,682.015749989992,0.00500796722220387,-0.319706692247454,251.982918997924,54.6990750070338,0.629058767846602,0.127312743220426,6,18,0,0,5,16,5,17,0,0,1,0.941176470588235,6,18,0,0,5,17,5,17,0,0,1,1,5,16,-159.461249998113,-0.324714659469658,ar,fate,destiny,مصير,قدر,مصيرقدر,السيولة النقديةقدر,مصير,السيولة النقدية
قدرة,469.517499910551,406.398999952362,-0.653321414351525,-1.19021055112965,78.424500101362,,0.244380668072539,,2,2,0,2,2,1,2,1,0,0,1,1,2,2,0,2,1,1,2,1,0,0,0.5,1,2,1,-63.118499958189,-0.53688913677813,ar,capacity,ability,سعة,قدرة,سعةقدرة,طينقدرة,سعة,طين
قذرة,552.46949999666,699.019800001488,-0.830312454086312,-0.325585875182467,29.9654999974005,85.586029079555,0.211432039894522,0.247942344207967,4,15,0,0,2,10,2,11,0,0,1,0.909090909090909,4,15,0,0,2,10,2,11,0,0,1,0.909090909090909,2,10,146.550300004828,0.504726578903845,ar,nasty,filthy,مقرف,قذرة,مقرفقذرة,الحالةقذرة,مقرف,الحالة
قرص دواء,630.607388889239,862.328571353216,-0.320244286689464,0.0951297934132985,39.3561169388248,134.797091936124,0.116672032010791,0.370148732365538,21,9,1,0,18,7,19,7,0,0,0.947368421052632,1,21,9,1,0,19,6,19,7,0,0,1,0.857142857142857,18,7,231.721182463977,0.415374080102762,ar,tablet,pill,كبسولة,قرص دواء,كبسولةقرص دواء,مغفرةقرص دواء,كبسولة,مغفرة
قرض,574.307699996736,799.730999999912,-0.58997387122213,-0.613324740587296,28.2799318492912,,0.0632816538572238,,21,1,1,0,20,1,20,1,0,0,1,1,21,1,1,0,19,1,20,1,0,0,0.95,1,20,1,225.423300003176,-0.0233508693651668,ar,credit,loan,الائتمان,قرض,الائتمانقرض,خليجقرض,الائتمان,خليج
قريب,490.259285713796,444.703000003006,-0.958312676071643,-0.543455323775948,18.4750088982346,,0.0538416294661273,,8,3,1,0,7,1,7,1,1,0,1,1,8,3,1,0,7,1,7,1,1,0,1,1,7,1,-45.5562857107897,0.414857352295695,ar,open,close,افتح,قريب,افتحقريب,بطلقريب,افتح,بطل
قرية,569.192999999272,612.610000000335,-0.907711560253419,-0.783071754650728,,,,,2,1,0,1,1,1,1,1,0,0,1,1,2,1,0,1,1,1,1,1,0,0,1,1,1,1,43.417000001063,0.124639805602691,ar,camp,village,معسكر,قرية,معسكرقرية,علامة مرضقرية,معسكر,علامة مرض
قصيدة,708.48320006851,561.255285715992,-0.0523586229781356,-0.478590226938864,94.9277024395457,29.5447377125435,0.359992153243739,0.0826032431584196,11,10,0,0,10,7,10,7,0,0,1,1,11,10,0,0,9,7,10,7,0,0,0.9,1,10,7,-147.227914352518,-0.426231603960728,ar,text,poem,نص,قصيدة,نصقصيدة,راكبقصيدة,نص,راكب
قطاع,487.36000001186,,-0.952817891186127,,29.8140000357525,,0.0790872216355231,,2,,0,,2,,2,,0,,1,,2,,0,,2,,2,,0,,1,,2,,,,ar,unit,division,وحدة,قطاع,وحدةقطاع,"",وحدة,""
قطة,547.98465000334,516.669000000344,-0.684149143682191,-1.05849538108816,62.2278758800148,,0.146518213501732,,21,1,2,0,20,1,20,1,0,0,1,1,21,1,2,0,20,1,20,1,0,0,1,1,20,1,-31.3156500029958,-0.374346237405967,ar,dog,cat,كلب,قطة,كلبقطة,ضغط عصبىقطة,كلب,ضغط عصبى
قطعة,772.753666571556,891.109000023427,-0.479745844815763,0.10108518369249,208.387068328328,170.917999975822,0.420243647169283,0.406011601929898,4,2,0,1,3,2,3,2,0,0,1,1,4,2,0,1,2,1,3,2,0,0,0.666666666666667,0.5,3,2,118.355333451872,0.580831028508253,ar,fragment,piece,شظية,قطعة,شظيةقطعة,من حين اخرقطعة,شظية,من حين اخر
قف,610.024333365048,856.1440000971,-0.607993182722918,0.197933587703837,45.6683643763291,106.124142920784,0.10303104326579,0.304349434373936,8,7,2,1,6,7,7,7,0,1,0.857142857142857,1,8,7,2,1,3,6,7,7,0,1,0.428571428571429,0.857142857142857,6,7,246.119666732052,0.805926770426755,ar,prevent,stop,يحول دون,قف,يحول دونقف,خلية - زنزانةقف,يحول دون,خلية - زنزانة
قفز,634.101999988081,788.263315795908,-0.490511125169894,0.171708746591077,,59.6688009189544,,0.168756062069393,1,25,0,1,1,19,1,20,0,0,1,0.95,1,24,0,2,1,10,1,19,0,1,1,0.526315789473684,1,19,154.161315807827,0.662219871760971,ar,climb,jump,تسلق,قفز,تسلققفز,ويسكيقفز,تسلق,ويسكي
قفل,693.351176460592,650.307636369454,-0.18955308261851,-0.506989112923219,97.5618183839551,40.2498626286974,0.32999422040286,0.125157740972089,20,13,1,0,17,11,18,11,0,0,0.944444444444444,1,20,13,1,0,18,11,18,11,0,0,1,1,17,11,-43.0435400911385,-0.317436030304709,ar,key,lock,مفتاح,قفل,مفتاحقفل,حياة مهنيةقفل,مفتاح,حياة مهنية
قلادة,716.124500181817,653.825499666214,0.056490782271467,-0.73244954011363,188.002500199655,30.036500238406,1.06012074578651,0.0312979402879226,2,2,0,0,2,2,2,2,0,0,1,1,2,2,0,0,2,2,2,2,0,0,1,1,2,2,-62.299000515603,-0.788940322385097,ar,ring,necklace,خاتم,قلادة,خاتمقلادة,مقاطعةقلادة,خاتم,مقاطعة
قلعة,908.352333227055,647.975000047677,0.777679348844807,-0.635980872196259,332.226382997786,40.9649999523245,1.54427491012037,0.00671048755463671,7,2,0,0,6,2,6,2,0,0,1,1,7,2,0,0,6,2,6,2,0,0,1,1,6,2,-260.377333179378,-1.41366022104107,ar,palace,castle,قصر,قلعة,قصرقلعة,مذياعقلعة,قصر,مذياع
قلق,742.623333307556,531.184666666668,-0.311953124095319,-0.99505084514569,133.026394625038,35.8897508923336,0.208886768858598,0.218136382833474,6,3,0,2,6,3,6,3,0,0,1,1,6,3,0,2,6,3,6,3,0,0,1,1,6,3,-211.438666640888,-0.683097721050371,ar,concern,worry,همّ,قلق,همّقلق,الحريهقلق,همّ,الحريه
قلم جاف,566.823999995908,934.404428568779,-0.331440343482186,0.273811943386698,35.3132230188565,124.697340997534,0.188291718938893,0.238648934698212,9,15,1,0,8,14,8,14,0,0,1,1,9,15,1,0,8,11,8,14,0,0,1,0.785714285714286,8,14,367.580428572871,0.605252286868885,ar,paper,pen,ورق,قلم جاف,ورققلم جاف,البحريةقلم جاف,ورق,البحرية
قمامة,565.881999993872,650.094600017287,-0.837514206984938,-0.416590688545286,91.5350000057955,45.7621214319668,0.183072614929962,0.326295775074394,3,7,0,0,2,5,2,5,0,0,1,1,3,7,0,0,2,5,2,5,0,0,1,1,2,5,84.2126000234158,0.420923518439651,ar,trash,garbage,نفاية,قمامة,نفايةقمامة,هبوطقمامة,نفاية,هبوط
قمر صناعي,738.850066676351,810.684285761139,-0.0340419444438688,-0.114156591153499,39.7718809867616,184.809058604865,0.11479332142747,0.467202240177963,18,8,2,0,15,7,15,7,0,0,1,1,18,8,2,0,11,6,15,7,0,0,0.733333333333333,0.857142857142857,15,7,71.8342190847887,-0.0801146467096301,ar,radar,satellite,رادار,قمر صناعي,رادارقمر صناعي,يمصقمر صناعي,رادار,يمص
قناص,608.259833344518,726.654999993383,-0.442134244478115,-0.333333054889459,33.8521821061443,142.900224966051,0.0820781566668051,0.346278953565254,40,14,3,0,36,9,36,10,0,0,1,0.9,40,14,3,0,33,9,36,10,0,0,0.916666666666667,0.9,36,9,118.395166648865,0.108801189588657,ar,shooter,sniper,رامي,قناص,راميقناص,إنقاذقناص,رامي,إنقاذ
قهوة,495.108250001504,633.052615373373,-0.778484876981267,-0.507019827875202,76.371925341527,34.3761815838561,0.084623704869047,0.164302486657137,6,15,0,0,4,13,4,13,0,0,1,1,6,15,0,0,4,13,4,13,0,0,1,1,4,13,137.94436537187,0.271465049106065,ar,cup,coffee,فنجان,قهوة,فنجانقهوة,قوةقهوة,فنجان,قوة
كآبة,583.446666637863,759.555833329872,-0.349595987630477,0.247017203377857,44.5950765387715,81.408894571299,0.078821178110095,0.333193912801427,4,7,0,0,3,6,3,7,0,0,1,0.857142857142857,4,7,0,0,3,6,3,7,0,0,1,0.857142857142857,3,6,176.10916669201,0.596613191008333,ar,stress,depression,ضغط عصبى,كآبة,ضغط عصبىكآبة,دبكآبة,ضغط عصبى,دب
كائن فضائي,714.332785738875,682.102681797475,-0.151858664128424,-0.0894448087183301,81.0080504618491,38.9913479616435,0.206599337904947,0.180976887692279,18,26,2,1,14,22,14,22,0,0,1,1,17,24,3,3,12,19,13,20,1,2,0.923076923076923,0.95,14,22,-32.2301039413995,0.0624138554100939,ar,ufo,alien,جسم غامض,كائن فضائي,جسم غامضكائن فضائي,جيبكائن فضائي,جسم غامض,جيب
كابتن,725.157499995077,618.232749999355,0.0604327694428896,-0.470647922173093,82.099838490008,116.661763480659,0.19842632227955,0.114363531759185,7,10,0,0,6,4,6,7,0,0,1,0.571428571428571,7,10,0,0,6,6,6,7,0,0,1,0.857142857142857,6,4,-106.924749995722,-0.531080691615982,ar,commander,captain,قائد,كابتن,قائدكابتن,حلقكابتن,قائد,حلق
كاتب,555.387625006788,631.725399958302,-0.621165900432021,-0.440851380035879,36.0936259386415,49.9966291136714,0.0905625127058814,0.2736755782573,22,5,0,0,16,5,17,5,0,0,0.941176470588235,1,22,5,0,0,17,4,17,5,0,0,1,0.8,16,5,76.3377749515138,0.180314520396142,ar,poet,writer,شاعر,كاتب,شاعركاتب,بطاطةكاتب,شاعر,بطاطة
كارتل,,1117,,1.90695441536526,,,,,,12,,1,,1,,11,,0,,0.0909090909090909,,12,,1,,9,,11,,0,,0.818181818181818,,1,,,ar,mafia,cartel,المافيا,كارتل,المافياكارتل,بيانوكارتل,المافيا,بيانو
كاردينال,685.104000196676,766.946000011871,-0.340964737917382,-0.387453298432452,133.315000184811,,0.701882756556509,,10,6,0,0,2,1,7,5,0,0,0.285714285714286,0.2,10,6,0,0,6,5,7,5,0,0,0.857142857142857,1,2,1,81.8419998151954,-0.0464885605150707,ar,bishop,cardinal,أسقف,كاردينال,أسقفكاردينال,وشمكاردينال,أسقف,وشم
كاف,1715.3014999525,599.192000005976,2.42064029376679,-0.40458877791965,840.175500047916,,2.37379365639776,,2,1,0,0,2,1,2,1,0,0,1,1,2,1,0,0,2,1,2,1,0,0,1,1,2,1,-1116.10949994653,-2.82522907168644,ar,enough,sufficient,كافية,كاف,كافيةكاف,مدرب رياضيكاف,كافية,مدرب رياضي
كامل,697.287750007825,535.010375015012,-0.396502318521662,-0.701730167986234,67.4819932398308,37.8321331377125,0.205247637419307,0.132129838320245,10,19,0,2,8,16,8,16,0,0,1,1,10,19,0,2,8,16,8,16,0,0,1,1,8,16,-162.277374992813,-0.305227849464571,ar,total,complete,المجموع,كامل,المجموعكامل,روحكامل,المجموع,روح
كاهن,542.032380951727,736.949125061364,-0.681432219981571,-0.291580827406581,35.4977967797482,53.8712612338387,0.151921892380413,0.16460325907413,23,9,1,0,21,8,21,8,0,0,1,1,23,9,1,0,19,8,21,8,0,0,0.904761904761905,1,21,8,194.916744109637,0.389851392574991,ar,monk,priest,راهب,كاهن,راهبكاهن,جهلكاهن,راهب,جهل
كتاب,482.845666694493,609.254307681529,-0.889717847446464,-0.513500953975361,22.3961537165658,75.2732050455205,0.188940039718978,0.201485663784189,4,14,0,0,3,13,3,13,0,0,1,1,4,14,0,0,3,10,3,13,0,0,1,0.769230769230769,3,13,126.408640987036,0.376216893471103,ar,bible,book,الكتاب المقدس,كتاب,الكتاب المقدسكتاب,خدشكتاب,الكتاب المقدس,خدش
كتابة,427.23999998509,520.161999974633,-1.03360961665758,-0.980811941056956,9.21400000894252,7.60999997763452,0.0237206746412213,0.134337099703594,3,4,0,1,2,2,2,2,0,0,1,1,3,4,0,1,2,2,2,2,0,0,1,1,2,2,92.921999989543,0.0527976756006245,ar,reading,writing,قراءة,كتابة,قراءةكتابة,الربحكتابة,قراءة,الربح
كتيبة,735.165500009861,749.756888889701,-0.075190724960227,-0.217837273411415,59.5218064623829,80.910013001755,0.21720474459774,0.224017432906743,11,9,1,0,8,9,9,9,0,0,0.888888888888889,1,11,9,1,0,5,9,9,9,0,0,0.555555555555556,1,8,9,14.59138887984,-0.142646548451188,ar,regiment,battalion,فوج,كتيبة,فوجكتيبة,قرفةكتيبة,فوج,قرفة
كدمة,705.204666761953,,-0.320438277319816,,95.0757949648693,,0.286481958861127,,5,,0,,3,,4,,0,,0.75,,3,,2,,1,,3,,1,,0.333333333333333,,3,,,,ar,scratch,bruise,خدش,كدمة,خدشكدمة,يقاطعكدمة,خدش,يقاطع
كذاب,476.61042855695,608.885399992857,-0.933686965468115,-0.803551418079334,66.9673642191215,75.2268308742003,0.194735593083498,0.204044337468634,10,7,1,0,7,5,8,5,0,0,0.875,1,10,7,1,0,8,5,8,5,0,0,1,1,7,5,132.274971435907,0.130135547388781,ar,lie,liar,كذب,كذاب,كذبكذاب,خروجكذاب,كذب,خروج
كراج,861.788058833259,900.050999991066,0.33856263864939,0.234723441297031,57.9564370847131,202.955471008023,0.214295134069821,0.535466941806635,27,6,1,0,17,4,22,4,0,0,0.772727272727273,1,27,6,1,0,22,4,22,4,0,0,1,1,17,4,38.2629411578067,-0.10383919735236,ar,workshop,garage,ورشة عمل,كراج,ورشة عملكراج,اصبع اليدكراج,ورشة عمل,اصبع اليد
كرامة,490.62299990491,789.524250023796,-0.827462822168247,0.40260521291276,50.3434988736085,117.222231832589,0.0723035259602913,0.465584314601746,3,5,0,0,3,4,3,4,0,0,1,1,3,5,0,0,3,4,3,4,0,0,1,1,3,4,298.901250118886,1.23006803508101,ar,pride,dignity,فخر,كرامة,فخركرامة,أخضركرامة,فخر,أخضر
كرة القدم,539.89388889841,685.919166612022,-0.84906240210265,-0.394597434489024,18.1921563078394,52.1213848578108,0.0813084035624753,0.174946262408684,13,6,0,0,9,6,10,6,0,0,0.9,1,13,6,0,0,9,6,10,6,0,0,0.9,1,9,6,146.025277713611,0.454464967613626,ar,basketball,football,كرة سلة,كرة القدم,كرة سلةكرة القدم,يحفركرة القدم,كرة سلة,يحفر
كرسي,475.879499976115,1230.85400014304,-1.05513559462329,2.02270586979437,27.1585000238265,,0.0424911218905948,,2,1,0,0,2,1,2,1,0,0,1,1,2,1,0,0,2,1,2,1,0,0,1,1,2,1,754.974500166924,3.07784146441766,ar,table,chair,طاولة,كرسي,طاولةكرسي,مجتمعكرسي,طاولة,مجتمع
كريم,483.76099999703,574.850777754362,-0.437104617496041,-0.740710176500659,,30.695936529979,,0.107424476425424,3,19,0,0,1,18,1,18,0,0,1,1,3,19,0,0,1,17,1,18,0,0,1,0.944444444444444,1,18,91.0897777573316,-0.303605559004618,ar,compassionate,generous,رحيم,كريم,رحيمكريم,سركريم,رحيم,سر
كلاسيكي,854.475500008905,809.716749986685,0.0994922346893763,-0.00169755866721284,335.078499991095,105.76334311123,0.75599713037392,0.427673205197926,2,11,0,1,2,8,2,8,0,0,1,1,2,11,0,1,2,8,2,8,0,0,1,1,2,8,-44.7587500222194,-0.101189793356589,ar,typical,classic,عادي,كلاسيكي,عاديكلاسيكي,أختكلاسيكي,عادي,أخت
كلمه السر,560.922999994101,596.224666666628,-0.577022482116561,-0.590553843621681,70.0770000060145,42.7173209815095,0.183944073035731,0.0912282357629369,2,11,1,0,2,9,2,9,0,0,1,1,2,11,1,0,2,9,2,9,0,0,1,1,2,9,35.301666672526,-0.0135313615051198,ar,code,password,الشفرة,كلمه السر,الشفرةكلمه السر,سمك القرشكلمه السر,الشفرة,سمك القرش
كنيسة صغيرة,577.618750001491,748.53299996123,-0.588520272761983,0.0451203242862114,55.5427830982551,101.412347615638,0.322523990365692,0.349678067923515,8,4,0,0,8,3,8,3,0,0,1,1,8,4,0,0,8,3,8,3,0,0,1,1,8,3,170.914249959738,0.633640597048195,ar,church,chapel,كنيسة,كنيسة صغيرة,كنيسةكنيسة صغيرة,مسخكنيسة صغيرة,كنيسة,مسخ
كهرباء,818.353999968916,538.225999999535,0.143256955768063,-0.835818186822934,124.199455066309,58.7338311940456,0.400639945569668,0.159341233724209,10,5,0,0,9,5,9,5,0,0,1,1,10,5,0,0,9,5,9,5,0,0,1,1,9,5,-280.127999969381,-0.979075142590997,ar,current,electricity,تيار كهربائي,كهرباء,تيار كهربائيكهرباء,إضافةكهرباء,تيار كهربائي,إضافة
كهربائي,641.074090865026,566.533379310465,-0.390089337219645,-0.64552645304774,80.9010899419264,22.8548210963834,0.174157133637401,0.0795723245015439,12,32,1,1,11,29,11,29,0,0,1,1,11,32,2,1,9,29,10,29,1,0,0.9,1,11,29,-74.5407115545605,-0.255437115828095,ar,magnetic,electric,مغناطيسي,كهربائي,مغناطيسيكهربائي,مركزكهربائي,مغناطيسي,مركز
كوكب الزهرة,680.295000095308,,-0.240373356418411,,151.563773098543,,0.347014030277611,,3,,0,,3,,3,,0,,1,,3,,0,,3,,3,,0,,1,,3,,,,ar,mars,venus,كوكب المريخ,كوكب الزهرة,كوكب المريخكوكب الزهرة,تقنيكوكب الزهرة,كوكب المريخ,تقني
