target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,he_cue,he_target,he_word_combo
שינה,494.345090875704,698.964941188037,-0.591743429928984,0.652761015310211,19.7601850128304,91.2086821480256,0.0778873378128344,0.432157869624125,23,20,1,0,22,17,22,18,0,0,1,0.944444444444444,23,20,1,0,19,13,22,18,0,0,0.863636363636364,0.722222222222222,22,17,204.619850312334,1.2445044452392,he,rest,sleep,מנוחה,שינה,מנוחהשינה
שיפור,415.111666654754,533.227083330351,-0.819879174512721,-0.216243052026395,17.8808608978338,33.2814572664731,0.0724808282654556,0.161976692930937,9,13,2,1,9,12,9,12,0,0,1,1,9,13,2,1,9,7,9,12,0,0,1,0.583333333333333,9,12,118.115416675597,0.603636122486326,he,change,improvement,שינוי,שיפור,שינוישיפור
שיקרי,663.238363611425,594.283636361466,0.198835151276676,0.0717747842711087,76.5255602797383,54.4638948749837,0.315116761737468,0.269663306205355,15,17,1,1,11,11,11,14,0,0,1,0.785714285714286,15,17,1,1,11,13,11,14,0,0,1,0.928571428571429,11,11,-68.9547272499586,-0.127060367005567,he,fake,false,מזוייף,שיקרי,מזוייףשיקרי
שיר,491.640857136043,557.243666661789,-0.499337146705626,-0.287934555066896,46.1948494924262,43.444500692648,0.23315344279728,0.190221519940619,10,22,1,2,8,18,8,19,0,0,1,0.947368421052632,10,22,1,2,8,19,8,19,0,0,1,1,7,18,65.6028095257454,0.211402591638731,he,album,song,אלבום,שיר,אלבוםשיר
שיר.1,472.53280951929,437.965500101316,-0.621571224063204,-0.48561281143181,17.5301359565667,49.3431400724414,0.0801966160213439,0.241147194405873,50,5,4,0,43,4,45,4,0,0,0.955555555555556,1,50,5,4,0,43,3,45,4,0,0,0.955555555555556,0.75,42,4,-34.5673094179738,0.135958412631393,he,text,poem,טקסט,שיר,טקסטשיר
שכר,463.613352909615,587.100999968737,-0.649859140799238,-0.462573830954126,16.8942514004708,76.7386681764913,0.129642865458497,0.200807438651168,19,4,1,2,17,4,17,4,0,0,1,1,19,4,1,2,16,1,17,4,0,0,0.941176470588235,0.25,17,4,123.487647059123,0.187285309845112,he,pension,salary,פנסיה,שכר,פנסיהשכר
שלג,598.50000002649,534.829272763317,-0.204072016284373,-0.337105156677177,88.4665700429629,31.9768292373677,0.326078897872698,0.160534720991402,10,24,0,2,9,22,9,22,0,1,1,1,10,25,0,1,9,20,9,23,0,0,1,0.869565217391304,9,22,-63.6707272631735,-0.133033140392804,he,rain,snow,גשם,שלג,גשםשלג
שלושה,500.643829260777,472.927090896354,-0.455193644135856,-0.565204972272836,25.5988119315573,44.9409091952519,0.105787038290967,0.159988632540297,45,12,3,2,41,11,42,11,1,2,0.976190476190476,1,46,13,2,1,39,12,43,12,0,1,0.906976744186046,1,41,11,-27.716738364423,-0.11001132813698,he,one,three,אחד,שלושה,אחדשלושה
שלילי,484.940733346446,605.151133326928,-0.539303907754701,-0.311109868764305,46.4046844493506,78.4258458304138,0.200115822908289,0.294959622966389,18,17,5,1,15,15,16,16,0,0,0.9375,0.9375,18,17,5,1,16,16,16,16,0,0,1,1,15,15,120.210399980482,0.228194038990396,he,positive,negative,חיובי,שלילי,חיובישלילי
שם,440.976117667845,508.118666654695,-0.6891171604921,-0.323375209244598,40.1654210034968,60.8197356067786,0.199447240223738,0.289767544793767,20,6,1,0,17,6,17,6,0,0,1,1,20,6,1,0,17,6,17,6,0,0,1,1,17,6,67.1425489868504,0.365741951247503,he,here,there,כאן,שם,כאןשם
שם משפחה,461.616000039731,504.708333306687,-0.618891045954358,-0.511732647774624,25.1018817192664,28.9504538066814,0.134826847416775,0.118213895824632,14,26,0,1,12,21,13,22,0,0,0.923076923076923,0.954545454545455,14,26,0,1,9,22,13,22,0,0,0.692307692307692,1,12,21,43.0923332669565,0.107158398179733,he,nickname,surname,כינוי,שם משפחה,כינוישם משפחה
שמאל,442.888199941679,526.031631560432,-0.713794998196327,-0.466101003615089,25.454055540104,49.0970559317951,0.104998268880422,0.17253254053381,33,21,3,0,25,19,26,19,0,0,0.961538461538462,1,33,21,3,0,25,17,26,19,0,0,0.961538461538462,0.894736842105263,25,19,83.1434316187532,0.247693994581237,he,right,left,ימין,שמאל,ימיןשמאל
שמח,399.561166675119,456.36273334123,-0.876401143848519,-0.776938617557419,17.0066154417709,21.9592724765807,0.098047373621242,0.0804064539300868,16,16,0,0,12,15,12,15,0,0,1,1,16,16,0,0,12,14,12,15,0,0,1,0.933333333333333,12,15,56.8015666661111,0.0994625262910995,he,satisfied,happy,מרוצה,שמח,מרוצהשמח
שמחה,537.129727290357,430.965785747059,-0.252748736167717,-0.720116440475636,39.8048310977969,27.7350433294788,0.229369442758222,0.125506132802349,13,16,1,1,11,14,11,14,0,0,1,1,13,16,1,1,10,13,11,14,0,0,0.909090909090909,0.928571428571429,11,14,-106.163941543298,-0.467367704307919,he,pleasure,joy,הנאה,שמחה,הנאהשמחה
שמיימי,743.276199971402,906.738333337294,0.530198344831234,1.45284379852269,88.9145954294232,137.421714336257,0.361896545160872,0.557147268825549,9,17,0,0,5,9,6,14,0,0,0.833333333333333,0.642857142857143,9,17,0,0,5,14,6,14,0,0,0.833333333333333,1,5,9,163.462133365893,0.922645453691458,he,sky,heavenly,שמיים,שמיימי,שמייםשמיימי
שמלה,496.946666709729,537.960000047716,-0.580065395320439,-0.248470320647206,24.0351938592872,64.1143482943181,0.0769830700443752,0.297778954808542,9,7,0,1,9,5,9,5,0,0,1,1,9,7,0,1,8,5,9,5,0,0,0.888888888888889,1,9,5,41.0133333379871,0.331595074673233,he,skirt,dress,חצאית,שמלה,חצאיתשמלה
שמן,509.589631621982,429.646100002524,-0.406085959244081,-0.789013451518278,27.5499559270089,17.2913776262386,0.129727885347906,0.0699696434937325,42,22,2,0,38,20,39,20,0,0,0.974358974358974,1,41,22,3,0,34,19,38,20,1,0,0.894736842105263,0.95,38,20,-79.9435316194576,-0.382927492274197,he,coal,oil,פחם,שמן,פחםשמן
שמפנייה,535.630769234204,774.529800014284,-0.447591215642966,0.862989256783101,33.2593467564359,353.753634748484,0.128704635858608,1.56317748911252,16,8,1,1,13,5,14,5,0,0,0.928571428571429,1,16,7,1,2,14,2,14,4,0,1,1,0.5,13,5,238.89903078008,1.31058047242607,he,wine,champagne,יין,שמפנייה,ייןשמפנייה
שמש,419.973999987384,680.603666661694,-0.802770901537866,0.0412600906761094,22.2165871432394,245.771468750454,0.104153686413587,0.781297138196538,18,4,2,2,15,3,15,3,1,0,1,1,19,4,1,2,16,3,16,3,0,0,1,1,15,3,260.629666674311,0.844030992213975,he,moon,sun,ירח,שמש,ירחשמש
שמשי,664.784973677167,623.03811537339,0.266373181127975,0.144427541886153,56.1041543124003,43.0155814264219,0.197215353335649,0.187311328797962,42,37,5,2,38,26,39,30,0,0,0.974358974358974,0.866666666666667,42,37,5,2,20,26,39,30,0,0,0.512820512820513,0.866666666666667,38,26,-41.7468583037763,-0.121945639241822,he,lunar,solar,ירחי,שמשי,ירחישמשי
שן,451.13757138918,567.805454560524,-0.506809034624601,-0.249470225905567,16.1734013418942,25.2186596493634,0.125967370493792,0.0959446998018282,9,52,1,3,7,44,7,47,0,0,1,0.936170212765957,9,52,1,3,7,46,7,47,0,0,1,0.978723404255319,7,44,116.667883171345,0.257338808719033,he,nail,tooth,ציפורן,שן,ציפורןשן
שער,550.620512833282,508.789666710645,-0.339665019050771,-0.386510168867523,36.2289612482051,35.7366021826321,0.11890169063685,0.188364263574175,45,7,2,0,39,6,40,6,0,0,0.975,1,45,7,2,0,38,6,40,6,0,0,0.95,1,39,6,-41.8308461226376,-0.0468451498167521,he,portal,gate,פתח,שער,פתחשער
שף,524.89952625782,705.368600011901,-0.52250793124032,0.264333804401725,42.9861105561048,157.748368631648,0.160993438207823,0.522584334030056,19,8,0,2,19,5,19,6,0,0,1,0.833333333333333,19,8,0,2,18,6,19,6,0,0,0.947368421052632,1,19,5,180.469073754081,0.786841735642045,he,cook,chef,טבח,שף,טבחשף
שקרן,507.319315780061,568.336928519466,-0.449316383421203,-0.210703853872133,23.6201437681784,78.3923397985256,0.0970055121876043,0.349045666505232,23,18,0,1,19,14,19,14,0,0,1,1,23,18,0,1,18,13,19,14,0,0,0.947368421052632,0.928571428571429,19,14,61.017612739405,0.23861252954907,he,lie,liar,שקר,שקרן,שקרשקרן
שר,504.317937472653,965.427999976208,-0.44722025525391,1.00188947002126,31.8396602048098,,0.144729387607865,,19,3,1,0,17,1,17,1,0,0,1,1,19,3,1,0,15,1,17,1,0,0,0.88235294117647,1,16,1,461.110062503555,1.44910972527518,he,ambassador,minister,שגריר,שר,שגרירשר
שריון,515.752349975792,668.499222241753,-0.452355302814182,0.777108725965,35.2715330904589,75.6925093931967,0.116370004318371,0.545575367693942,22,9,1,0,20,9,20,9,0,0,1,1,22,9,1,0,20,6,20,9,0,0,1,0.666666666666667,20,9,152.74687226596,1.22946402877918,he,shield,armor,מגן,שריון,מגןשריון
שריר,582.838111152161,588.937173927688,-0.123601416631849,-0.00159173732219801,35.4952054165298,40.6388482607035,0.156924148508044,0.154129058593769,9,27,1,0,9,23,9,26,0,0,1,0.884615384615385,9,27,1,0,9,23,9,26,0,0,1,0.884615384615385,9,23,6.09906277552727,0.122009679309651,he,nerve,muscle,עצב,שריר,עצבשריר
שרשרת,460.158866688182,482.264249897562,-0.58402807485536,-0.630161769393584,21.1819996100647,35.5960154541441,0.0904380283860975,0.094291367477649,17,13,2,0,15,12,16,13,0,0,0.9375,0.923076923076923,17,13,2,0,16,13,16,13,0,0,1,1,15,12,22.1053832093798,-0.0461336945382238,he,ring,necklace,טבעת,שרשרת,טבעתשרשרת
שתיקה,505.884999970792,546.647080035881,-0.399644776402448,-0.31126407278542,27.796435057022,39.9105100733567,0.139409182647423,0.119064799709969,24,29,0,1,20,25,20,25,0,0,1,1,24,29,0,1,17,23,20,25,0,0,0.85,0.92,20,25,40.7620800650889,0.0883807036170279,he,silent,silence,שקט,שתיקה,שקטשתיקה
שתן,512.510555533089,592.41228568067,-0.354451513764257,-0.065406094028255,26.5204153427262,28.532456354769,0.120838644951047,0.114404821339376,9,41,1,3,9,36,9,37,0,0,1,0.972972972972973,9,41,1,3,8,35,9,37,0,0,0.888888888888889,0.945945945945946,9,35,79.9017301475803,0.289045419736002,he,blood,urine,דם,שתן,דםשתן
תאגיד,609.614499961957,622.786599998692,-0.312714045262653,0.197086820535702,111.086497495096,50.5050108469424,0.29096146645692,0.209684111383097,5,17,1,0,4,15,4,16,0,0,1,0.9375,5,17,1,0,4,13,4,16,0,0,1,0.8125,4,15,13.1721000367348,0.509800865798355,he,company,corporation,חברה,תאגיד,חברהתאגיד
תאונה,493.239918917598,495.243200049694,-0.54314525505025,-0.522887873177564,25.5311484824739,14.4756956907499,0.102797760772072,0.0756992444704699,43,30,3,1,38,25,38,26,0,0,1,0.961538461538462,43,30,3,1,32,24,38,26,0,0,0.842105263157895,0.923076923076923,37,25,2.00328113209594,0.0202573818726866,he,incident,accident,תקרית,תאונה,תקריתתאונה
תאוריה,528.901999982743,632.55992860047,-0.416557780519429,-0.18753279052181,24.4384658358642,178.530314465301,0.0946282256045519,0.564410187441683,45,19,1,1,40,14,41,14,0,0,0.975609756097561,1,45,19,1,1,39,14,41,14,0,0,0.951219512195122,1,40,14,103.657928617727,0.229024989997619,he,idea,theory,רעיון,תאוריה,רעיוןתאוריה
תבוסה,575.945166507717,592.974416628859,-0.192231103259969,-0.122241166602269,27.3107878752162,65.7471094066239,0.139373782368882,0.237939030346778,9,18,0,1,6,12,8,14,0,0,0.75,0.857142857142857,9,18,0,1,6,14,8,14,0,0,0.75,1,6,12,17.0292501211422,0.0699899366576999,he,victory,defeat,ניצחון,תבוסה,ניצחוןתבוסה
תדמית,544.572636384485,436.077250029804,-0.208254747939547,-0.628635139355011,46.1490295880353,47.1058733461467,0.191250648885239,0.218226012745743,11,5,0,0,11,4,11,4,0,0,1,1,11,5,0,0,10,3,11,4,0,0,0.909090909090909,0.75,11,4,-108.495386354681,-0.420380391415464,he,career,reputation,קריירה,תדמית,קריירהתדמית
תהליך,503.365409088473,554.078777858227,-0.471413989482986,-0.181580199288779,40.5858780783448,74.9236130636413,0.169983848095898,0.286020122288062,28,10,2,0,22,9,22,9,0,0,1,1,28,10,2,0,22,9,22,9,0,0,1,1,22,9,50.7133687697542,0.289833790194207,he,process,procedure,לעבד,תהליך,לעבדתהליך
תואר,568.3697777627,456.674782606882,-0.207191665733965,-0.684474522808505,66.9354236526365,25.4413640307004,0.258692833814564,0.0969099960039908,11,24,1,1,9,23,9,23,0,0,1,1,11,24,1,1,8,21,9,23,0,0,0.888888888888889,0.91304347826087,9,23,-111.694995155818,-0.47728285707454,he,name,title,שם,תואר,שםתואר
תובע,515.398058818448,666.857249949337,-0.237046836263381,0.398927889462933,27.0145267159495,75.1449556003863,0.159012377721314,0.322440563207278,17,10,1,1,17,8,17,8,0,0,1,1,17,10,1,1,16,8,17,8,0,0,0.941176470588235,1,17,8,151.459191130889,0.635974725726314,he,lawyer,prosecutor,עורך דין,תובע,עורך דיןתובע
תוכן,473.633166677343,625.553599988873,-0.445049393261625,-0.0706567366184272,23.1504053787558,56.7008485115399,0.165968115315684,0.204394991305338,14,49,1,2,12,45,12,45,0,0,1,1,14,49,1,2,11,39,12,45,0,0,0.916666666666667,0.866666666666667,12,45,151.92043331153,0.374392656643198,he,contain,content,להכיל,תוכן,להכילתוכן
תוצאה,507.947666700711,508.294363598725,-0.188257772321744,-0.493305831718917,59.2254125499554,29.8209841474266,0.398555528797357,0.113404000151765,15,12,0,0,13,11,14,11,0,0,0.928571428571429,1,15,11,0,1,9,11,14,11,0,0,0.642857142857143,1,12,11,0.346696898014386,-0.305048059397173,he,result,outcome,נובע,תוצאה,נובעתוצאה
תוקף,526.831280005116,644.568812531292,-0.356852104579957,-0.0300328057485308,24.0406608739937,87.5129012215896,0.104717934043414,0.320367938043531,29,17,0,1,25,16,25,17,0,0,1,0.941176470588235,29,17,0,1,22,17,25,17,0,0,0.88,1,25,16,117.737532526176,0.326819298831426,he,victim,attacker,קורבן,תוקף,קורבןתוקף
תות,556.50638885983,478.737449951575,-0.237605710770775,-0.649613005803387,38.4063929042258,24.7176446613785,0.14705990085204,0.0704174988787559,23,22,1,0,18,20,18,20,0,0,1,1,23,22,1,0,17,20,18,20,0,0,0.944444444444444,1,18,20,-77.7689389082554,-0.412007295032613,he,banana,strawberry,בננה,תות,בננהתות
תחזוקה,481.310818165567,533.378172424927,-0.586256812469084,-0.157676021856647,22.7422493797047,19.090916554761,0.0831561747115798,0.101014293972476,12,34,0,1,11,29,12,30,0,0,0.916666666666667,0.966666666666667,12,34,0,1,12,24,12,30,0,0,1,0.8,11,29,52.0673542593599,0.428580790612437,he,service,maintenance,שירות,תחזוקה,שירותתחזוקה
תחליף,514.500222275512,588.849000034454,-0.498064905478814,-0.136134228610631,70.5684073476458,102.609874396509,0.191736085023975,0.426062014889934,11,11,1,1,9,9,9,9,0,0,1,1,11,11,1,1,9,9,9,9,0,0,1,1,9,9,74.3487777589418,0.361930676868183,he,replace,substitute,להחליף,תחליף,להחליףתחליף
תחנה,545.598000125159,576.574869571722,-0.241254540112792,-0.108653726627133,91.3714285412304,36.9681114947132,0.490106852718745,0.213774910462286,4,27,0,1,4,24,4,27,0,0,1,0.888888888888889,4,26,0,2,4,26,4,26,0,1,1,1,4,23,30.9768694465625,0.13260081348566,he,platform,station,רציף,תחנה,רציףתחנה
תחתית,521.490512813872,530.081299976154,-0.426992073025929,-0.208659073889174,34.81522518318,69.4164749781466,0.159729189252633,0.388515576864797,45,12,1,1,39,10,39,11,0,0,1,0.909090909090909,45,12,1,1,38,11,39,11,0,0,0.974358974358974,1,39,10,8.59078716228237,0.218332999136754,he,top,bottom,חלק עליון,תחתית,חלק עליוןתחתית
תיאור,505.097363645021,631.033222232148,-0.548576566981195,0.246268268155488,50.45261924062,168.180797907582,0.185770492908818,0.92513642680985,25,12,0,0,22,9,22,10,0,0,1,0.9,25,12,0,0,22,9,22,10,0,0,1,0.9,22,9,125.935858587127,0.794844835136684,he,profile,description,פרופיל,תיאור,פרופילתיאור
תיאטרון,384.457750047703,510.579653858995,-0.955110380503808,-0.404744261612568,25.7557841776578,24.6413895460886,0.217060607186609,0.113219989831474,5,29,0,1,4,26,4,28,0,0,1,0.928571428571429,5,30,0,0,4,26,4,28,0,0,1,0.928571428571429,4,26,126.121903811293,0.55036611889124,he,cinema,theater,בית קולנוע,תיאטרון,בית קולנועתיאטרון
תיק,554.24653845653,519.73983784212,-0.207050088641665,-0.551903385229289,61.8171349375018,31.6686394456566,0.264355749528991,0.102267573775506,14,44,0,3,13,37,13,38,0,0,1,0.973684210526316,14,44,0,3,11,38,13,38,0,0,0.846153846153846,1,13,37,-34.5067006144091,-0.344853296587624,he,box,bag,קופסא,תיק,קופסאתיק
תכנון,499.881818171045,555.103466692897,-0.464023403879295,-0.145479228192416,51.0595393791343,87.411011274133,0.213722833902499,0.371930980369067,11,16,1,2,11,15,11,15,0,1,1,1,11,17,1,1,11,13,11,15,0,1,1,0.866666666666667,11,15,55.2216485218514,0.318544175686879,he,preparation,planning,הכנה,תכנון,הכנהתכנון
תכנית,507.832730734773,562.724285768794,-0.465156986265155,-0.316404820258375,34.102753013728,66.890015859126,0.131950211999474,0.193308461926631,27,9,2,0,26,7,26,7,1,0,1,1,27,9,2,0,25,6,26,7,1,0,0.961538461538462,0.857142857142857,26,7,54.8915550340206,0.148752166006779,he,project,program,פרויקט,תכנית,פרויקטתכנית
תכשיט,455.356600005372,489.899799986876,-0.724020115570934,-0.49064883180696,28.7197278388045,36.5954013239304,0.128939217195291,0.154260295266158,13,7,2,1,10,5,10,5,0,0,1,1,13,7,2,1,10,5,10,5,0,0,1,1,10,5,34.5431999815047,0.233371283763974,he,diamond,jewel,יהלום,תכשיט,יהלוםתכשיט
תליון,548.903449990716,624.378319977764,-0.15573959064831,0.0204610654586935,32.9003699389346,45.2356456353058,0.167873663231986,0.194855563630912,27,30,1,1,21,25,24,26,0,0,0.875,0.961538461538462,27,30,1,1,21,22,24,26,0,0,0.875,0.846153846153846,20,25,75.4748699870485,0.176200656107004,he,artifact,medallion,חפץ,תליון,חפץתליון
תסמונת,573.732095248165,586.123200028599,-0.119002121694577,-0.0848989665420977,67.9595816705802,62.9066721741306,0.262081992362514,0.267696111229882,23,6,0,1,21,5,21,5,0,0,1,1,23,6,0,1,16,5,21,5,0,0,0.761904761904762,1,21,5,12.3911047804343,0.0341031551524792,he,symptom,syndrome,סימפטום,תסמונת,סימפטוםתסמונת
תערובת,592.585119979758,622.244470566114,-0.163501825564242,0.110394290815715,47.869536046917,68.3710943421546,0.133216661924442,0.442865957799998,29,37,1,2,25,34,25,34,0,0,1,1,29,37,1,2,25,34,25,34,0,0,1,1,25,34,29.6593505863564,0.273896116379957,he,combination,mixture,קומבינציה,תערובת,קומבינציהתערובת
תפארת,513.714333328718,731.039241369501,-0.383338823218434,0.511717457532195,24.2034706007941,71.6509190065427,0.113053532001333,0.238407931626198,31,34,2,3,27,29,29,30,0,0,0.931034482758621,0.966666666666667,31,34,2,3,27,30,29,30,0,0,0.931034482758621,1,27,29,217.324908040783,0.895056280750629,he,glorious,glory,מפואר,תפארת,מפוארתפארת
תצוגה,463.647600025055,557.05766664465,-0.705554039332871,-0.334723602353939,25.0365084156203,40.5763335799046,0.111638301051768,0.14266274265737,6,21,0,2,5,18,5,18,0,0,1,1,6,21,0,2,5,17,5,18,0,0,1,0.944444444444444,5,18,93.4100666195952,0.370830436978932,he,gallery,exhibition,גלריה,תצוגה,גלריהתצוגה
תקופה,481.514666682575,466.293571461776,-0.502663690374262,-0.606660661736641,45.689933197613,29.9410480257084,0.170962835351208,0.106596421089999,4,16,0,0,3,14,3,14,0,0,1,1,4,16,0,0,3,12,3,14,0,0,1,0.857142857142857,3,14,-15.2210952207988,-0.103996971362379,he,phase,period,שלב,תקופה,שלבתקופה
תקיפה,470.549333346746,556.542235289063,-0.478311360434117,-0.191330710670758,45.8738577807644,35.1283119916535,0.300876392969275,0.152011194228818,13,23,0,1,12,18,13,18,0,0,0.923076923076923,1,13,23,0,1,12,16,13,18,0,0,0.923076923076923,0.888888888888889,12,17,85.9929019423179,0.286980649763359,he,hit,strike,מכה,תקיפה,מכהתקיפה
תקשורת,459.053761885299,450.619571467745,-0.645697231725123,-0.612820819172853,21.3898177386719,22.0030828226164,0.0604645278435442,0.114060885326831,24,7,0,0,21,7,22,7,0,0,0.954545454545455,1,23,7,1,0,20,6,21,7,1,0,0.952380952380952,0.857142857142857,21,7,-8.43419041755396,0.0328764125522696,he,navigation,communication,ניווט,תקשורת,ניווטתקשורת
