target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,fa_cue,fa_target,fa_word_combo,unrelated_fa_cue
والدین,572.625142861014,543.655416680078,-0.391788139916104,-0.747515903843742,46.5523642094615,37.1098887510211,0.201637497497721,0.109184785313292,14,13,1,0,14,12,14,12,0,0,1,1,14,13,1,0,11,12,14,12,0,0,0.785714285714286,1,14,12,-28.9697261809365,-0.355727763927637,fa,adult,parent,بالغ,والدین,بالغوالدین,فردا
وام,669.192666666737,654.657333258821,-0.311086168384964,0.00686896135031243,73.7049958196759,39.0030824417411,0.451200556764693,0.204080831396649,4,13,0,1,3,12,4,12,0,0,0.75,1,4,13,0,1,4,10,4,12,0,0,1,0.833333333333333,3,12,-14.5353334079166,0.317955129735276,fa,credit,loan,اعتبار,وام,اعتباروام,حسود
وانیل,514.664058818405,575.549750005317,-0.59136631665797,-0.465038572308963,29.1226607165639,52.9615458085521,0.122256167886201,0.172523439865998,17,8,0,0,17,8,17,8,0,0,1,1,17,8,0,0,17,8,17,8,0,0,1,1,17,8,60.8856911869123,0.126327744349008,fa,cinnamon,vanilla,دارچین,وانیل,دارچینوانیل,پدر بزرگ
واکسن,611.519999996992,592.920714278986,-0.253605460045795,-0.203546682746045,71.3315633389631,62.9897468551547,0.366829026842166,0.329176148236647,5,7,0,0,4,7,4,7,0,0,1,1,5,7,0,0,3,7,4,7,0,0,0.75,1,4,7,-18.5992857180057,0.05005877729975,fa,antidote,vaccine,پادزهر,واکسن,پادزهرواکسن,هنرمند
ودکا,796.330777774012,869.650818177377,0.314500899362143,0.428121737702299,172.386794868372,158.13283957046,0.510661154039577,0.188839955394648,9,16,0,0,9,11,9,14,0,0,1,0.785714285714286,9,16,0,0,8,14,9,14,0,0,0.888888888888889,1,9,11,73.3200404033656,0.113620838340157,fa,whiskey,vodka,ویسکی,ودکا,ویسکیودکا,قبیله
ورزش,561.935125008572,591.251461649946,-0.536499364174019,-0.45006686374964,44.1644411681634,51.2480549155024,0.123789174216266,0.206154980611894,16,13,0,0,16,13,16,13,0,0,1,1,16,13,0,0,14,12,16,13,0,0,0.875,0.923076923076923,16,13,29.316336641374,0.0864325004243797,fa,practice,exercise,تمرین,ورزش,تمرینورزش,کمترین
ورزش,561.935125008572,591.251461649946,-0.536499364174019,-0.45006686374964,44.1644411681634,51.2480549155024,0.123789174216266,0.206154980611894,16,13,0,0,16,13,16,13,0,0,1,1,16,13,0,0,14,12,16,13,0,0,0.875,0.923076923076923,16,13,29.316336641374,0.0864325004243797,fa,practice,exercise,تمرین,ورزش,تمرینورزش,ثانویه
ورزش.1,509.552266635462,504.984500049667,-0.66340563072834,-0.769142975764004,35.0188735733168,25.5971651108014,0.129074695106018,0.102287834482908,16,13,1,0,15,12,15,12,0,0,1,1,16,13,1,0,15,12,15,12,0,0,1,1,15,12,-4.56776658579554,-0.105737345035664,fa,hobby,sport,سرگرمی,ورزش,سرگرمیورزش,کمترین
ورزش.1,509.552266635462,504.984500049667,-0.66340563072834,-0.769142975764004,35.0188735733168,25.5971651108014,0.129074695106018,0.102287834482908,16,13,1,0,15,12,15,12,0,0,1,1,16,13,1,0,15,12,15,12,0,0,1,1,15,12,-4.56776658579554,-0.105737345035664,fa,hobby,sport,سرگرمی,ورزش,سرگرمیورزش,ثانویه
ورق بازی,567.973900004875,669.206454534899,-0.455920254760092,0.0786585590250967,22.4169239087416,62.4624602843627,0.101315886966801,0.313786192802044,21,11,2,0,20,11,20,11,1,0,1,1,21,11,2,0,19,11,20,11,1,0,0.95,1,20,11,101.232554530024,0.534578813785189,fa,gambling,poker,قمار,ورق بازی,قمارورق بازی,معده
ورود,535.039500004459,576.491199998814,-0.765298318989319,-0.409813636123648,52.5534386255709,43.4422352204953,0.22608547426187,0.201522694579081,4,10,0,1,4,10,4,10,0,0,1,1,4,10,0,1,4,9,4,10,0,0,1,0.9,4,10,41.4516999943545,0.355484682865672,fa,exit,entrance,خروج,ورود,خروجورود,دارچین
وزارتخانه,726.119117663192,676.70299997467,-0.0572732260228772,0.0907506707639435,98.3654900851385,64.5449940391008,0.178168951847002,0.275494818734211,18,9,0,0,17,8,17,9,0,0,1,0.888888888888889,18,9,0,0,17,8,17,9,0,0,1,0.888888888888889,17,8,-49.4161176885225,0.148023896786821,fa,embassy,ministry,سفارت,وزارتخانه,سفارتوزارتخانه,پی بردن
وزیر,672.63862498655,586.062999980616,-0.21973578190271,-0.406001909166073,78.1899499602062,41.8219142506355,0.20575433242366,0.163896885739305,8,12,1,0,8,12,8,12,1,0,1,1,7,12,2,0,7,12,7,12,2,0,1,1,8,12,-86.5756250059336,-0.186266127263362,fa,ambassador,minister,سفیر,وزیر,سفیروزیر,بازگشت
وسیله,516.769285692588,552.318133350456,-0.681870107030544,-0.561477254168517,26.7996383606745,32.0058699507955,0.0922727140867536,0.134926687058255,7,16,0,0,7,15,7,15,0,0,1,1,7,16,0,0,7,15,7,15,0,0,1,1,7,15,35.5488476578678,0.120392852862027,fa,tool,instrument,ابزار,وسیله,ابزاروسیله,موش
وظیفه,590.419333171298,551.870249998523,-0.403129731566783,-0.745165371086496,72.5301379680394,70.971953499971,0.269576013570936,0.163283025273498,12,4,1,0,12,4,12,4,1,0,1,1,12,4,1,0,12,4,12,4,1,0,1,1,12,4,-38.5490831727757,-0.342035639519713,fa,responsibility,duty,مسئوليت,وظیفه,مسئوليتوظیفه,توهم
وظیفه نشناس,956.958857099439,742.940000009519,1.48966744932336,0.305833356826815,177.315035800535,69.8616168627298,0.849745324306884,0.300749725196742,8,12,0,1,7,10,7,11,0,0,1,0.909090909090909,8,12,0,1,6,8,7,11,0,0,0.857142857142857,0.727272727272727,7,10,-214.01885708992,-1.18383409249654,fa,unreasonable,irresponsible,غیر منطقی,وظیفه نشناس,غیر منطقیوظیفه نشناس,سکو
وعده غذایی,601.788399902565,749.701714343582,-0.16407932859448,0.129822713620319,30.9836093970141,151.551308543315,0.147094317924068,0.39935567158462,12,7,0,1,10,7,10,7,0,0,1,1,12,7,0,1,9,6,10,7,0,0,0.9,0.857142857142857,10,7,147.913314441017,0.293902042214799,fa,food,meal,غذا,وعده غذایی,غذاوعده غذایی,غرب
ون,792.524999996431,649.674499989945,0.494289330939377,-0.194759007416405,60.9251656932759,83.5510465947736,0.346909988733511,0.218633952850506,10,15,1,2,7,8,9,15,0,0,0.777777777777778,0.533333333333333,10,15,1,2,2,13,9,15,0,0,0.222222222222222,0.866666666666667,7,8,-142.850500006486,-0.689048338355782,fa,trailer,van,تریلی,ون,تریلیون,بیوه
ویتامین,532.536857155623,593.196181815462,-0.60110255601194,-0.49613299556823,33.292333119938,39.4610826426261,0.134841991697028,0.144065244702371,14,13,0,0,14,11,14,12,0,0,1,0.916666666666667,14,13,0,0,14,10,14,12,0,0,1,0.833333333333333,14,11,60.6593246598381,0.104969560443709,fa,protein,vitamin,پروتئین,ویتامین,پروتئینویتامین,گل و لای
ویدیو,917.805687507839,591.348999999411,0.550294020671958,-0.515504335508869,130.05835718075,39.7183881903486,0.433358592002127,0.125833184899718,19,11,1,0,17,10,17,11,1,0,1,0.909090909090909,18,11,2,0,11,11,16,11,2,0,0.6875,1,16,10,-326.456687508428,-1.06579835618083,fa,dvd,video,دی وی دی,ویدیو,دی وی دیویدیو,قصر
ویروس اِچ آی وی,967.978545454887,1352.71308332403,1.28369959919563,2.7721478487085,94.7106631487134,121.353107625468,0.410634168325209,0.401068604597224,11,13,0,0,11,12,11,13,0,0,1,0.923076923076923,11,13,0,0,10,13,11,13,0,0,0.909090909090909,1,11,12,384.734537869141,1.48844824951286,fa,aids,hiv,ایدز,ویروس اِچ آی وی,ایدزویروس اِچ آی وی,صبر
پادشاه,564.393437516077,535.780750042461,-0.425257484368236,-0.598041870033295,43.4309921811879,48.3286143832474,0.184892763812255,0.184246383244415,17,8,0,1,16,8,16,8,0,0,1,1,17,8,0,1,15,5,16,8,0,0,0.9375,0.625,16,8,-28.6126874736161,-0.172784385665059,fa,queen,king,ملکه,پادشاه,ملکهپادشاه,تنباکو
پادشاهی,658.403285683195,645.731428586646,-0.21132396037486,-0.578699998633795,116.032852080834,136.110208342348,0.42616299747678,0.237328859957176,15,8,1,0,14,7,15,7,0,0,0.933333333333333,1,15,8,1,0,14,7,15,7,0,0,0.933333333333333,1,14,7,-12.6718570965494,-0.367376038258935,fa,royal,kingdom,سلطنتی,پادشاهی,سلطنتیپادشاهی,جهت یابی
پاراگراف,561.961199982418,729.145000004268,-0.604917652397571,0.243501534614713,26.4978200130118,109.922747674001,0.130812357039106,0.467856143788771,5,7,0,0,5,7,5,7,0,0,1,1,5,7,0,0,5,7,5,7,0,0,1,1,5,7,167.183800021851,0.848419187012285,fa,section,paragraph,بخش,پاراگراف,بخشپاراگراف,سپاسگزار
پاسداری,535.584199988074,595.9335833264,-0.565746008909537,-0.232432194003701,20.1115563179093,51.5161755163231,0.109351540107109,0.31291861639908,6,13,0,1,5,12,5,12,0,0,1,1,6,13,0,1,5,12,5,12,0,0,1,1,5,12,60.3493833383264,0.333313814905835,fa,guard,patrol,نگهبانی,پاسداری,نگهبانیپاسداری,دور زدن
پایانی,608.593117623244,586.781999995821,-0.50229333319933,-0.534699303245111,47.6114921821418,83.6712024391525,0.1484028054622,0.434938158802083,17,6,2,0,17,5,17,5,0,0,1,1,17,6,2,0,16,5,17,5,0,0,0.941176470588235,1,17,5,-21.8111176274226,-0.0324059700457809,fa,final,ultimate,نهایی,پایانی,نهاییپایانی,عضو
پاییز,583.950533330357,541.627874992537,-0.389553762430354,-0.877783460622987,34.0888338627511,46.4258020024629,0.140869416910861,0.145112458878553,16,10,0,0,15,8,15,10,0,0,1,0.8,16,10,0,0,15,9,15,10,0,0,1,0.9,15,8,-42.3226583378205,-0.488229698192633,fa,spring,autumn,بهار,پاییز,بهارپاییز,توجه
پایین,548.278454545981,625.187428574826,-0.426205785401372,-0.293559948588497,90.8808258623989,65.5971758245766,0.45555917942799,0.229826073073983,11,7,0,0,11,7,11,7,0,0,1,1,11,7,0,0,11,7,11,7,0,0,1,1,11,7,76.9089740288455,0.132645836812875,fa,top,bottom,بالا,پایین,بالاپایین,اعتماد
پدر,503.651333118696,542.951200016664,-0.832555464125123,-0.707505306859554,23.9501562701841,36.6916669667502,0.107194776707998,0.148906594648318,15,5,1,0,15,5,15,5,1,0,1,1,15,5,1,0,15,5,15,5,1,0,1,1,15,5,39.2998668979679,0.12505015726557,fa,mother,father,مادر,پدر,مادرپدر,تاریکی
پذیرفتن,588.5478571367,604.813692297471,-0.0952502449267441,-0.379738056467302,70.3513498371283,39.0197912065567,0.300671328932323,0.111253038907746,14,13,0,0,14,13,14,13,0,0,1,1,14,13,0,0,12,13,14,13,0,0,0.857142857142857,1,14,13,16.2658351607705,-0.284487811540558,fa,refuse,accept,رد کردن,پذیرفتن,رد کردنپذیرفتن,برج
پرسیدن,465.549500003333,570.921888829296,-0.84768820444326,-0.500928192579282,25.6420203323161,35.461536409111,0.131065600576371,0.134783695994976,16,9,0,3,16,9,16,9,0,0,1,1,16,9,0,3,13,9,16,9,0,0,0.8125,1,16,9,105.372388825963,0.346760011863978,fa,question,ask,سؤال,پرسیدن,سؤالپرسیدن,قرارداد
پرنده,518.023555519816,562.155583327338,-0.454722498318187,-0.585739354763252,28.2978428044847,28.4229516766722,0.209603525539861,0.105562795223376,10,14,0,0,9,12,9,12,0,0,1,1,10,14,0,0,9,12,9,12,0,0,1,1,9,12,44.1320278075219,-0.131016856445065,fa,butterfly,bird,پروانه,پرنده,پروانهپرنده,فرمان
پرواز,498.05412500746,608.046647063738,-0.673057690594385,-0.248684510802033,50.5270773013784,76.0313503776565,0.130998184352643,0.359994302264113,8,17,0,0,8,17,8,17,0,0,1,1,8,17,0,0,7,16,8,17,0,0,0.875,0.941176470588235,8,17,109.992522056278,0.424373179792352,fa,landing,flight,فرود,پرواز,فرودپرواز,سود
پرواز کردن,734.733624940035,569.579499978086,0.270451001333762,-0.547097219412687,121.956599031515,27.7761791211913,0.515161866027898,0.105753725083271,8,22,2,1,8,20,8,20,1,0,1,1,8,22,2,1,8,18,8,20,1,0,1,0.9,8,20,-165.154124961949,-0.817548220746448,fa,land,fly,فرود آمدن,پرواز کردن,فرود آمدنپرواز کردن,نبض
پروتکل,698.791666693498,696.776687597194,-0.0191277156393643,0.154656344089611,44.5559228218249,31.292622546375,0.140481862938296,0.143486154150961,15,17,0,0,12,16,13,17,0,0,0.923076923076923,0.941176470588235,15,17,0,0,13,16,13,17,0,0,1,0.941176470588235,12,16,-2.01497909630416,0.173784059728975,fa,rule,protocol,قاعده,پروتکل,قاعدهپروتکل,دزد دریایی
پریدن,578.921454516732,526.52054546507,-0.503972628266931,-0.506384415674076,43.1717331544169,43.1243825922459,0.140964895675325,0.133523526745924,11,11,1,1,11,11,11,11,0,0,1,1,11,11,1,1,11,11,11,11,0,0,1,1,11,11,-52.4009090516615,-0.00241178740714532,fa,climb,jump,بالا رفتن,پریدن,بالا رفتنپریدن,استرس
پسر,546.36633336513,700.7536667382,-0.890986869232783,0.485470618959101,86.8848869393353,67.2672847164635,0.365657428018563,0.464939600208866,3,10,0,1,3,9,3,9,0,0,1,1,3,10,0,1,3,8,3,9,0,0,1,0.888888888888889,3,9,154.38733337307,1.37645748819188,fa,girl,boy,دختر,پسر,دخترپسر,مشابه
پسر,546.36633336513,700.7536667382,-0.890986869232783,0.485470618959101,86.8848869393353,67.2672847164635,0.365657428018563,0.464939600208866,3,10,0,1,3,9,3,9,0,0,1,1,3,10,0,1,3,8,3,9,0,0,1,0.888888888888889,3,9,154.38733337307,1.37645748819188,fa,girl,boy,دختر,پسر,دخترپسر,تجاری
پسر.1,497.271272686178,567.547588253,-0.76139023567821,-0.424715466246342,22.747827741098,34.0017951491198,0.128238890782335,0.104891867415602,12,17,0,0,11,17,11,17,0,0,1,1,12,16,0,1,11,14,11,16,0,1,1,0.875,11,17,70.2763155668222,0.336674769431868,fa,daughter,son,فرزند,پسر,فرزندپسر,مشابه
پسر.1,497.271272686178,567.547588253,-0.76139023567821,-0.424715466246342,22.747827741098,34.0017951491198,0.128238890782335,0.104891867415602,12,17,0,0,11,17,11,17,0,0,1,1,12,16,0,1,11,14,11,16,0,1,1,0.875,11,17,70.2763155668222,0.336674769431868,fa,daughter,son,فرزند,پسر,فرزندپسر,تجاری
پلاستیک,535.744266651784,702.87864286544,-0.593562266140825,-0.0139579320211077,23.7393605297711,151.806702908126,0.136381949459994,0.497196216859478,15,14,0,0,15,14,15,14,0,0,1,1,15,14,0,0,14,11,15,14,0,0,0.933333333333333,0.785714285714286,15,14,167.134376213656,0.579604334119718,fa,cement,plastic,سیمان,پلاستیک,سیمانپلاستیک,اخطار
پناه‌ گاه,601.767374926236,777.995538455116,-0.117503247529582,0.195425201401584,48.2061160758509,105.069184148822,0.327689862624404,0.442621350255555,11,14,0,1,8,13,11,14,0,0,0.727272727272727,0.928571428571429,11,14,0,1,11,12,11,14,0,0,1,0.857142857142857,8,13,176.22816352888,0.312928448931166,fa,refuge,shelter,سرپناه,پناه‌ گاه,سرپناهپناه‌ گاه,کربن
پنبه,520.057666690571,559.296250022899,-0.663033185775793,-0.422918743499472,27.9382259107526,37.4110787640189,0.13222589674825,0.172265939812832,22,14,1,0,21,12,21,12,0,0,1,1,22,14,1,0,20,11,21,12,0,0,0.952380952380952,0.916666666666667,21,12,39.2385833323285,0.240114442276321,fa,silk,cotton,ابریشم,پنبه,ابریشمپنبه,انتقام
پنهان کردن,709.437000004549,626.877999993412,0.108649836741841,-0.202708510813448,164.664495306048,52.3001758343826,0.493445113770807,0.214894694290528,13,14,1,1,13,12,13,13,1,0,1,0.923076923076923,13,14,1,1,13,13,13,13,1,0,1,1,13,12,-82.559000011137,-0.311358347555289,fa,cover,hide,پوشاندن,پنهان کردن,پوشاندنپنهان کردن,بلیط
پنیر,535.450333276382,663.234466715344,-0.734726286528443,-0.264133892953968,33.8020647623392,65.3867067951696,0.120981410980652,0.174890047817447,10,16,2,0,9,15,9,15,0,0,1,1,10,16,2,0,8,15,9,15,0,0,0.888888888888889,1,9,15,127.784133438962,0.470592393574475,fa,bread,cheese,نان,پنیر,نانپنیر,خطا
پهن,628.577307407109,611.548857135149,-0.292749898487228,-0.240902456686965,54.2101520807501,34.0511608144367,0.18501052453095,0.167053051346421,13,14,0,0,13,14,13,14,0,0,1,1,13,14,0,0,12,14,13,14,0,0,0.923076923076923,1,13,14,-17.0284502719594,0.051847441800263,fa,narrow,wide,باریک,پهن,باریکپهن,بهشت
پول,482.420272724253,526.900823564817,-0.986464701048865,-0.677243167269035,20.3819201858613,34.2112826827215,0.055275964016349,0.142844612828315,11,17,1,1,11,17,11,17,0,0,1,1,11,17,1,1,11,15,11,17,0,0,1,0.88235294117647,11,17,44.4805508405635,0.309221533779831,fa,cash,money,پول نقد,پول,پول نقدپول,ابر
پویشگر,780.776000011945,744.016777729118,0.597114223664532,0.734135666958061,133.05968685278,101.099521998765,0.481087093989352,0.402898850752646,5,12,1,0,5,9,5,12,1,0,1,0.75,6,12,0,0,6,12,6,12,0,0,1,1,5,9,-36.759222282827,0.137021443293529,fa,capsule,probe,کپسول,پویشگر,کپسولپویشگر,شجاعت
پُر,610.627928578506,635.549833321885,-0.258529984098902,-0.187256656003333,33.9470002139394,54.1689514431534,0.184888398469991,0.170409388811865,15,12,1,0,14,12,14,12,0,0,1,1,15,12,1,0,14,11,14,12,0,0,1,0.916666666666667,14,12,24.9219047433795,0.0712733280955684,fa,empty,full,خالی,پُر,خالیپُر,سخن
پیاز,544.78728569384,637.114285712155,-0.762213191324548,-0.268468300447956,58.0559347459253,70.6078353938407,0.0883988031149628,0.236895738320902,15,14,1,1,14,14,14,14,0,0,1,1,15,14,1,1,14,13,14,14,0,0,1,0.928571428571429,14,14,92.3270000183153,0.493744890876593,fa,garlic,onion,سیر,پیاز,سیرپیاز,صلاحیت قضایی
پیامد,669.428000021021,769.168384609046,0.0888926606793261,0.123306351817625,95.5592270270812,127.263450378705,0.352173097666457,0.435067982544162,12,14,1,0,10,13,11,14,0,0,0.909090909090909,0.928571428571429,12,14,1,0,11,14,11,14,0,0,1,1,10,13,99.7403845880245,0.0344136911382986,fa,result,outcome,نتیجه,پیامد,نتیجهپیامد,ممنوع
پیدا کردن,561.274571490699,555.511812498117,-0.504010090419972,-0.602811362559968,36.3186155123052,34.9918589316465,0.136458684247287,0.0869867761502094,14,16,2,0,14,16,14,16,0,0,1,1,14,16,2,0,14,16,14,16,0,0,1,1,14,16,-5.76275899258144,-0.0988012721399953,fa,search,find,جستجو کردن,پیدا کردن,جستجو کردنپیدا کردن,جنگ
پیروزی,552.964500015,499.337299996242,-0.481881941239287,-0.653072161240484,36.442072219649,37.2640085639357,0.1628767011923,0.130026849526973,12,10,0,0,12,10,12,10,0,0,1,1,12,10,0,0,10,10,12,10,0,0,0.833333333333333,1,12,10,-53.6272000187581,-0.171190220001197,fa,gain,win,سود,پیروزی,سودپیروزی,بسکتبال
پیشخدمت,583.190999996686,690.790583342477,-0.532505856707895,-0.104775739070298,51.9333858276252,100.840253230675,0.138268437866571,0.280836760017697,8,12,0,1,7,12,8,12,0,1,0.875,1,8,12,0,1,8,12,8,12,0,1,1,1,7,12,107.59958334579,0.427730117637597,fa,waiter,waitress,گارسون,پیشخدمت,گارسونپیشخدمت,همه
پیغام,695.842538513503,561.848615409616,0.00358549531074422,-0.378876250726866,161.573926395226,35.9541190251581,0.565930035142701,0.150411822354065,13,13,0,1,13,13,13,13,0,0,1,1,13,13,0,1,13,13,13,13,0,0,1,1,13,13,-133.993923103887,-0.38246174603761,fa,warning,message,اخطار,پیغام,اخطارپیغام,فقر
چادر زدن,623.660666655244,548.42316680972,-0.147641025302392,-0.430022934862015,85.2756230082899,20.2355894638059,0.443511518868682,0.0771136947624283,12,13,1,0,12,12,12,12,0,0,1,1,12,13,1,0,10,11,12,12,0,0,0.833333333333333,0.916666666666667,12,12,-75.2374998455244,-0.282381909559623,fa,picnic,camping,پیک نیک,چادر زدن,پیک نیکچادر زدن,اکثریت
چاقو,545.020818169303,584.857600007145,-0.626783640290446,-0.619398908283422,27.4232729001184,46.5681846781157,0.0860991337388965,0.0561049234921836,12,20,0,0,11,20,12,20,0,0,0.916666666666667,1,12,20,0,0,11,20,12,20,0,0,0.916666666666667,1,11,20,39.8367818378422,0.00738473200702428,fa,sword,knife,شمشیر,چاقو,شمشیرچاقو,پیروزی
