target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,ja_cue,ja_target,ja_word_combo,unrelated_ja_cue
崩壊する,743.872484393919,731.677874998123,-0.0774100426960605,-0.0451472213590598,24.5832639584067,33.1271347485266,0.0724340632092708,0.100201492275279,69,67,1,6,64,57,64,59,0,2,1,0.966101694915254,69,67,1,6,63,56,64,59,0,2,0.984375,0.949152542372881,64,56,-12.1946093957951,0.0322628213370007,ja,fall,collapse,落下,崩壊する,落下崩壊する,狩猟
嵐,651.604196704151,621.644053348448,-0.270554881465824,-0.488679360978555,27.381213232588,16.6494872610572,0.152877615995352,0.0532833902508695,78,83,3,3,62,75,63,76,0,1,0.984126984126984,0.986842105263158,77,82,4,4,61,65,62,75,1,2,0.983870967741935,0.866666666666667,61,75,-29.9601433557031,-0.218124479512732,ja,wind,storm,風,嵐,風嵐,パブ
州の,844.73915791265,862.885718753375,0.373139438736267,0.446790755361501,32.1607937139798,33.6993631244698,0.12261102454689,0.112757558022501,80,115,2,5,57,64,66,91,0,2,0.863636363636364,0.703296703296703,80,116,2,4,62,88,66,92,0,1,0.93939393939394,0.956521739130435,57,64,18.1465608407246,0.0736513166252341,ja,federal,state,連邦,州の,連邦州の,ゆっくりと
左,546.099830174566,659.381866664407,-0.729798101093281,-0.444966805889904,25.6956436360428,34.3969943470405,0.0835126649493877,0.0988546491410141,67,71,2,2,53,60,55,64,1,1,0.963636363636364,0.9375,67,71,2,2,54,58,55,64,1,1,0.981818181818182,0.90625,53,60,113.282036489841,0.284831295203377,ja,right,left,右,左,右左,高潔な
巨大な,622.109946805903,664.23408928293,-0.506359910564083,-0.41504788928262,16.1914864558092,22.8436554707508,0.0544027538631399,0.0816547599940789,108,63,2,5,95,56,95,57,1,2,1,0.982456140350877,109,62,1,6,96,56,96,57,0,2,1,0.982456140350877,94,56,42.1241424770271,0.0913120212814628,ja,big,huge,大きい,巨大な,大きい巨大な,岩
市長,643.168360652079,728.540554047859,-0.496410944212003,-0.171418391692527,24.8330907738487,27.4010137079662,0.0893460158750766,0.0795872810349106,74,86,2,2,61,74,61,75,1,1,1,0.986666666666667,71,86,5,2,60,75,61,75,1,1,0.983606557377049,1,61,74,85.3721933957797,0.324992552519476,ja,sheriff,mayor,長官,市長,長官市長,保存する
帆,679.884281247616,758.337352968669,-0.370301985606511,-0.0619096115859037,28.5439592559077,32.2177993263302,0.0785991919210149,0.126056896398536,82,83,3,3,65,68,69,74,0,0,0.942028985507246,0.918918918918919,81,83,4,3,38,74,68,74,1,0,0.558823529411765,1,64,68,78.4530717210531,0.308392374020607,ja,anchor,sail,錨,帆,錨帆,記念日
帝国,575.476435471422,650.686109573875,-0.64851085940842,-0.469362648933608,23.4434903484346,22.8236923931743,0.0695020691352083,0.0685848479829137,75,97,2,2,62,73,62,75,1,0,1,0.973333333333333,77,97,0,2,57,73,63,75,0,0,0.904761904761905,0.973333333333333,62,73,75.2096741024527,0.179148210474812,ja,dynasty,empire,王朝,帝国,王朝帝国,委任状
帽子,599.628573337932,691.238933341895,-0.563364591913397,-0.150235832288732,15.5496511634354,20.6647237104647,0.0773537113612166,0.0836785740294091,85,73,3,7,75,60,76,62,0,4,0.986842105263158,0.967741935483871,85,74,3,6,74,60,76,63,0,3,0.973684210526316,0.952380952380952,75,60,91.6103600039636,0.413128759624665,ja,helmet,hat,ヘルメット,帽子,ヘルメット帽子,医学の
幻覚,678.115566213985,661.31101561385,-0.402082884093595,-0.426169647507747,28.1866245136092,22.4809912904079,0.0893692099990216,0.0624321081909712,102,70,4,3,90,64,90,65,0,2,1,0.984615384615385,101,70,5,3,87,63,89,65,1,2,0.97752808988764,0.969230769230769,90,64,-16.8045506001351,-0.0240867634141522,ja,illusion,hallucination,錯覚,幻覚,錯覚幻覚,クレジット
広い,587.923622952865,678.091693528218,-0.60722741585369,-0.365086210442012,26.3375683514341,28.1912211821084,0.103840529902745,0.0787985987682019,64,71,1,2,61,62,61,64,0,0,1,0.96875,64,70,1,3,59,39,61,63,0,1,0.967213114754098,0.619047619047619,61,62,90.1680705753536,0.242141205411678,ja,narrow,wide,狭い,広い,狭い広い,シラフの
座る,556.020546873308,704.574341480169,-0.773664145783032,-0.227363960542828,12.4110975521068,25.175943033178,0.0496427665573212,0.104402620632252,73,110,3,6,64,98,66,99,3,0,0.96969696969697,0.98989898989899,74,110,2,6,64,99,67,99,2,0,0.955223880597015,1,64,98,148.55379460686,0.546300185240204,ja,stand,sit,立つ,座る,立つ座る,動物園
建てる,660.114545460224,617.771666677707,-0.405258606338757,-0.545952757514692,24.8935483610654,19.4559712399222,0.086233728021125,0.0622113940622787,64,70,2,0,56,60,59,60,1,0,0.949152542372881,1,64,70,2,0,57,59,59,60,1,0,0.966101694915254,0.983333333333333,55,60,-42.3428787825178,-0.140694151175935,ja,construction,build,建設,建てる,建設建てる,カメラ
式典,723.195851224351,676.514890961394,-0.214421842390241,-0.32956334492629,32.9253867241215,22.2807365328686,0.107759423888177,0.0925554803929868,74,61,5,2,62,55,63,56,0,1,0.984126984126984,0.982142857142857,74,62,5,1,59,57,63,57,0,0,0.936507936507937,1,62,55,-46.6809602629573,-0.115141502536049,ja,ritual,ceremony,儀式,式典,儀式式典,婚約
引きつける,740.592017246188,680.861298706775,-0.224291556588492,-0.237052274045563,27.442881907414,21.2706776925073,0.0658683670410431,0.0630444904144207,69,84,5,2,58,77,59,78,1,0,0.983050847457627,0.987179487179487,69,84,5,2,59,78,59,78,1,0,1,1,58,77,-59.7307185394131,-0.0127607174570706,ja,attention,attract,注意,引きつける,注意引きつける,許可する
引く,570.16684374573,636.196630791779,-0.602264150001072,-0.611082936934594,21.1369539656362,43.1727768721769,0.0836891250434395,0.090231554439279,74,73,8,2,64,66,64,67,4,0,1,0.985074626865672,75,73,7,2,63,67,64,67,4,0,0.984375,1,64,65,66.0297870460493,-0.00881878693352178,ja,push,pull,押す,引く,押す引く,護衛
弱い,533.25719671724,713.079480005985,-0.863525278439239,-0.242689194318044,22.453510435021,31.1628554568358,0.0612876156310385,0.105772368898308,64,91,2,2,61,75,61,78,1,1,1,0.961538461538462,64,92,2,1,61,74,61,79,1,0,1,0.936708860759494,61,75,179.822283288745,0.620836084121196,ja,strong,weak,強い,弱い,強い弱い,怖がらせる
強く,588.902694907439,682.335820899697,-0.721019661020997,-0.324629335547479,30.1464971637896,29.9893927273682,0.0609034215150051,0.0973358107508537,66,79,3,4,59,67,61,71,1,0,0.967213114754098,0.943661971830986,65,79,4,4,53,67,60,71,2,0,0.883333333333333,0.943661971830986,59,67,93.433125992258,0.396390325473518,ja,firmly,strongly,堅く,強く,堅く強く,検死
強奪する,769.387688310402,805.052391577419,0.0257524412827187,0.0595840550134445,27.7780465160503,42.5359422967799,0.0789462538741985,0.110736351302035,96,74,0,4,78,63,79,65,0,0,0.987341772151899,0.969230769230769,96,75,0,3,74,63,79,65,0,0,0.936708860759494,0.969230769230769,77,63,35.6647032670169,0.0338316137307258,ja,steal,rob,盗み,強奪する,盗み強奪する,絶対に
強盗,666.147090917565,632.255360638072,-0.391248611574796,-0.440635125209885,45.7643193102221,15.7549183416132,0.153534933814291,0.0581525762793435,62,72,3,6,55,61,55,63,0,2,1,0.968253968253968,61,72,4,6,53,57,54,63,1,2,0.981481481481482,0.904761904761905,55,61,-33.891730279493,-0.049386513635089,ja,theft,robbery,窃盗,強盗,窃盗強盗,タスク
後ろ,621.639246376341,667.398333349604,-0.466352772114702,-0.307268790667509,19.4186009346807,26.4471040261576,0.0602207960061485,0.104297586463045,87,62,0,6,70,55,70,55,0,1,1,1,87,62,0,6,66,54,70,55,0,1,0.942857142857143,0.981818181818182,69,54,45.7590869732625,0.159083981447193,ja,front,rear,前方,後ろ,前方後ろ,入る
心地よい,677.109105262772,650.391971435996,-0.357202548947529,-0.391065743456199,21.4651447845112,27.8847738961028,0.069580007045884,0.080334938838417,96,79,2,0,76,70,78,70,0,0,0.974358974358974,1,97,78,1,1,74,68,78,69,0,1,0.948717948717949,0.985507246376812,76,70,-26.7171338267757,-0.0338631945086702,ja,comfortable,pleasant,快適な,心地よい,快適な心地よい,候補者
心理学,651.790802629501,697.864111111221,-0.335865715897842,-0.357883187118082,21.8215615159445,30.7267535009366,0.0710381303294631,0.0881460689520065,92,78,3,2,76,63,76,64,2,0,1,0.984375,93,77,2,3,74,64,77,64,1,0,0.961038961038961,1,76,63,46.0733084817198,-0.0220174712202392,ja,anatomy,psychology,解剖学,心理学,解剖学心理学,割れ目
心理学の,627.367421058722,651.353777791404,-0.504293405472116,-0.367685510120965,21.9745614534995,23.1729065911537,0.0517661242224506,0.0829697728135038,66,72,4,1,57,63,57,64,0,0,1,0.984375,65,72,5,1,56,63,56,64,1,0,1,0.984375,57,63,23.9863567326818,0.136607895351151,ja,medical,psychological,医学の,心理学の,医学の心理学の,待つ
心配,551.957690902534,564.7301402714,-0.7987954446334,-0.837709052495109,13.7264572096025,20.2073948422656,0.0637534631707287,0.0416695287734437,72,79,2,3,62,65,62,66,0,0,1,0.984848484848485,73,79,1,3,59,66,62,66,0,0,0.951612903225806,1,62,65,12.772449368866,-0.0389136078617082,ja,concern,worry,懸念,心配,懸念心配,満足
必要,601.245907420741,565.94490540506,-0.645555020286501,-0.682900492399466,22.3590620322869,17.7743190843626,0.0670129989632544,0.0663038113315046,58,82,4,6,54,74,54,74,2,3,1,1,57,82,5,6,53,72,54,74,2,3,0.981481481481482,0.972972972972973,54,74,-35.3010020156805,-0.0373454721129659,ja,necessary,need,必須,必要,必須必要,周波数
怒らせる,598.880696960744,769.132430741561,-0.565346496036337,0.00495256031788079,19.6917114341319,21.7397135520649,0.0572375744253728,0.0749521816478022,73,91,3,2,66,75,66,78,0,0,1,0.961538461538462,74,91,2,2,66,78,66,78,0,0,1,1,66,75,170.251733780817,0.570299056354217,ja,insult,offend,侮辱,怒らせる,侮辱怒らせる,最初
性格,589.077067311378,709.96964912444,-0.718755524112714,-0.26067508419995,25.0219027241481,45.0239654775316,0.0648405660164859,0.136764687225905,120,71,6,6,106,57,107,59,0,1,0.990654205607477,0.966101694915254,120,68,6,9,106,43,107,57,0,3,0.990654205607477,0.754385964912281,104,57,120.892581813063,0.458080439912764,ja,character,personality,個性,性格,個性性格,視覚障がい
怯えさせる,816.927423874504,912.402373148142,0.105520453278085,0.341625655010373,50.948976676213,28.3827841385344,0.160562978847302,0.0610408416168229,65,93,3,2,55,67,56,82,0,0,0.982142857142857,0.817073170731707,64,93,4,2,53,80,55,82,1,0,0.963636363636364,0.975609756097561,55,67,95.4749492736387,0.236105201732288,ja,scare,frighten,怖がらせる,怯えさせる,怖がらせる怯えさせる,侵入
恋人,652.383406253446,555.026363646863,-0.350112714483825,-0.758419621913044,39.2971718939928,16.6730150591451,0.155196217667396,0.0489366000925922,75,74,3,5,65,66,65,66,0,0,1,1,75,73,3,6,50,65,65,65,0,1,0.769230769230769,1,64,66,-97.3570426065833,-0.408306907429219,ja,mistress,lover,女主人,恋人,女主人恋人,主人
恐らく,598.826421872395,623.847781813446,-0.540389762910745,-0.464012134615754,15.2822080086662,28.4716692886574,0.0523021069387046,0.093840506322636,78,65,1,1,64,55,64,56,0,1,1,0.982142857142857,78,65,1,1,62,56,64,56,0,1,0.96875,1,64,55,25.0213599410514,0.0763776282949914,ja,maybe,probably,もしかすると,恐らく,もしかすると恐らく,魅力的
恐ろしい,611.494333327763,611.996074082161,-0.497837971103568,-0.609174032331851,17.1484300147301,22.9446783974181,0.0616023981017542,0.0641426389972673,69,65,5,3,58,54,58,55,1,0,1,0.981818181818182,69,64,5,4,58,53,58,55,1,0,1,0.963636363636364,57,54,0.501740754397815,-0.111336061228283,ja,terrible,horrible,ひどい,恐ろしい,ひどい恐ろしい,護衛する　
恐喝,707.37319642795,724.501698421975,-0.20890886770845,-0.0985796555137857,25.212639853724,27.8633213062632,0.0939119365589349,0.107083930181282,60,71,7,2,56,63,56,64,2,0,1,0.984375,60,71,7,2,46,62,56,64,2,0,0.821428571428571,0.96875,56,63,17.1285019940256,0.110329212194665,ja,bribe,blackmail,賄賂,恐喝,賄賂恐喝,刑罰
恩恵,729.4076376811,871.78743879659,-0.0980639690221789,0.356524528104346,35.4857533005627,45.6701872331186,0.129401437044069,0.164833030405017,79,69,2,6,69,53,69,59,0,1,1,0.898305084745763,78,69,3,6,67,59,68,59,1,1,0.985294117647059,1,69,53,142.37980111549,0.454588497126525,ja,privilege,honor,特権,恩恵,特権恩恵,想像力
息子,562.08890321776,572.038950003111,-0.657243937875668,-0.598114104805617,11.6866183399918,13.9539787191894,0.047295375358327,0.0677962138559565,75,75,4,6,62,61,62,63,1,0,1,0.968253968253968,75,75,4,6,61,58,62,63,1,0,0.983870967741935,0.920634920634921,62,60,9.95004678535076,0.0591298330700502,ja,daughter,son,娘,息子,娘息子,ボイス
悪い,660.784229163341,618.544484832419,-0.337814697771393,-0.449526807099728,17.2851206960989,15.270334558196,0.0675853124597366,0.0532879530131123,114,81,3,3,96,67,99,67,0,1,0.96969696969697,1,114,81,3,3,94,66,99,67,0,1,0.94949494949495,0.985074626865672,96,66,-42.239744330922,-0.111712109328335,ja,good,bad,良い,悪い,良い悪い,国旗
悪魔,612.011982315648,654.11894544011,-0.56956419207753,-0.374306105059475,17.3758079472313,21.6634782413599,0.0471342396610065,0.077374891359375,124,61,5,2,113,55,113,57,0,1,1,0.964912280701754,124,61,5,2,111,54,113,57,0,1,0.982300884955752,0.947368421052632,113,55,42.106963124462,0.195258087018054,ja,angel,devil,天使,悪魔,天使悪魔,スパイ
悲劇的な,805.321818164513,801.826645169016,0.248459256595538,0.184793115415984,55.1050426161817,33.4622949119213,0.176224005879723,0.120309891845765,67,71,1,3,55,63,56,65,0,1,0.982142857142857,0.969230769230769,66,71,2,3,51,63,55,65,1,1,0.927272727272727,0.969230769230769,55,62,-3.49517299549711,-0.0636661411795539,ja,sad,tragic,悲しそうな,悲劇的な,悲しそうな悲劇的な,傷
情報,647.921606562634,604.800070180719,-0.42796053649016,-0.605432667720981,33.3376273324742,23.0000208097161,0.093514180896612,0.0711570400348874,71,61,3,3,61,57,63,57,0,1,0.968253968253968,1,70,60,4,4,56,51,62,56,1,2,0.903225806451613,0.910714285714286,61,57,-43.1215363819144,-0.177472131230822,ja,data,information,データ,情報,データ情報,郡
情報提供者,913.522962969238,981.016279690507,0.52473896090956,0.794051702376,34.9932279095377,36.014293837739,0.0974468010530758,0.104002379131472,90,133,3,7,81,118,82,120,0,3,0.98780487804878,0.983333333333333,89,132,4,8,76,119,81,119,1,4,0.938271604938272,1,81,118,67.4933167212687,0.26931274146644,ja,source,informant,情報源,情報提供者,情報源情報提供者,人気の
情熱,606.444923074574,679.811065782582,-0.467086541402968,-0.202218296458922,27.8432316766179,35.6038151256353,0.100906357324218,0.13948343608881,76,92,6,4,65,77,66,77,3,1,0.984848484848485,1,75,92,7,4,61,73,65,77,4,1,0.938461538461538,0.948051948051948,65,76,73.3661427080079,0.264868244944047,ja,enthusiasm,passion,熱意,情熱,熱意情熱,ごみ
意図,568.456738459805,648.853749989148,-0.670684075303415,-0.48754904085402,14.8104581511682,26.1177510495816,0.0551757018414023,0.0812690349532792,73,90,7,2,66,80,67,80,2,2,0.985074626865672,1,74,89,6,3,67,79,68,79,1,3,0.985294117647059,1,65,80,80.3970115293436,0.183135034449395,ja,purpose,intention,目的,意図,目的意図,学ぶ
愚か者,731.782000011729,897.64764864983,-0.10491084039428,0.495038608617073,24.9006647018724,37.7441051046695,0.0672320442105586,0.121396540480858,97,91,3,2,89,74,90,78,0,0,0.988888888888889,0.948717948717949,97,90,3,3,88,72,90,77,0,1,0.977777777777778,0.935064935064935,88,74,165.865648638102,0.599949449011353,ja,fool,idiot,バカ者,愚か者,バカ者愚か者,キャビン
愚か者,731.782000011729,897.64764864983,-0.10491084039428,0.495038608617073,24.9006647018724,37.7441051046695,0.0672320442105586,0.121396540480858,97,91,3,2,89,74,90,78,0,0,0.988888888888889,0.948717948717949,97,90,3,3,88,72,90,77,0,1,0.977777777777778,0.935064935064935,88,74,165.865648638102,0.599949449011353,ja,fool,idiot,バカ者,愚か者,バカ者愚か者,意見
愚か者.1,772.7881212078,719.838415606505,0.0791495776786026,-0.130152081335694,24.3860255293349,15.936635272499,0.0948105554971842,0.0577752363359559,76,86,2,3,66,77,69,79,0,0,0.956521739130435,0.974683544303797,76,86,2,3,65,74,69,79,0,0,0.942028985507246,0.936708860759494,66,77,-52.9497056012947,-0.209301659014297,ja,madness,stupidity,狂気,愚か者,狂気愚か者,キャビン
愚か者.1,772.7881212078,719.838415606505,0.0791495776786026,-0.130152081335694,24.3860255293349,15.936635272499,0.0948105554971842,0.0577752363359559,76,86,2,3,66,77,69,79,0,0,0.956521739130435,0.974683544303797,76,86,2,3,65,74,69,79,0,0,0.942028985507246,0.936708860759494,66,77,-52.9497056012947,-0.209301659014297,ja,madness,stupidity,狂気,愚か者,狂気愚か者,意見
愛嬌がある,786.983099985222,867.349518520556,0.235014777747794,0.541441020138025,32.4902249642529,32.8948743684147,0.0869674621645616,0.102085797796991,66,93,4,4,60,81,60,85,1,2,1,0.952941176470588,67,95,3,2,61,83,61,87,0,0,1,0.954022988505747,60,81,80.3664185353343,0.306426242390231,ja,attractive,charming,魅力的,愛嬌がある,魅力的愛嬌がある,苦しむ
愛情,685.975015151651,798.251766680622,-0.394303898470497,-0.07143235544841,36.7935919612575,51.96831737541,0.1102347733322,0.137421268868352,73,69,5,6,67,60,69,61,2,0,0.971014492753623,0.983606557377049,72,71,6,4,64,4,68,61,3,0,0.941176470588235,0.0655737704918033,66,60,112.276751528971,0.322871543022087,ja,hate,love,嫌悪,愛情,嫌悪愛情,ミン
感動させる,637.67928525557,679.392723080685,-0.485535759810658,-0.360057214857125,28.2552425703867,28.8999393999827,0.10776959710205,0.0590666677232611,61,71,2,2,54,66,54,66,0,2,1,1,60,72,3,1,53,58,54,67,0,1,0.981481481481482,0.865671641791045,54,65,41.713437825115,0.125478544953533,ja,flatter,impress,お世辞を言う,感動させる,お世辞を言う感動させる,脊髄の
感情の,641.726210521743,667.879521730549,-0.473858996646725,-0.275234595603334,30.4049071347179,24.1653511313631,0.079981474955235,0.0813098112404774,64,90,4,1,58,71,59,72,0,1,0.983050847457627,0.986111111111111,65,89,3,2,55,68,59,72,0,1,0.932203389830508,0.944444444444444,57,69,26.1533112088065,0.198624401043391,ja,mental,emotional,精神の,感情の,精神の感情の,堅く
感染,659.183447742005,707.647043468609,-0.297649051108432,-0.153094314905456,33.4264848248594,23.59322405912,0.126752424294496,0.107856503252981,74,76,3,2,67,69,68,69,1,0,0.985294117647059,1,74,76,3,2,68,66,68,69,1,0,1,0.956521739130435,67,69,48.4635957266046,0.144554736202975,ja,virus,infection,ウイルス,感染,ウイルス感染,レポーター
感謝する,582.495279407364,595.763923093338,-0.634895601848486,-0.613131604578038,21.4814796092643,15.1987509534667,0.0696802124413803,0.0356656323110818,75,73,6,4,68,65,69,65,1,0,0.985507246376812,1,75,73,6,4,67,64,69,65,1,0,0.971014492753623,0.984615384615385,68,65,13.2686436859733,0.0217639972704475,ja,grateful,thank,ありがたく思って,感謝する,ありがたく思って感謝する,おさえておく
感謝する,582.495279407364,595.763923093338,-0.634895601848486,-0.613131604578038,21.4814796092643,15.1987509534667,0.0696802124413803,0.0356656323110818,75,73,6,4,68,65,69,65,1,0,0.985507246376812,1,75,73,6,4,67,64,69,65,1,0,0.971014492753623,0.984615384615385,68,65,13.2686436859733,0.0217639972704475,ja,grateful,thank,ありがたく思って,感謝する,ありがたく思って感謝する,啓示
